packetsReceivedVideo,roundTripTimeAudio,bytesReceived,jitterAudio,bytesSentAudio,networkType,packetsReceivedAudio,bytesReceivedVideo,roomId,bytesSentVideo,date,bytesSent,packetsLostAudio,bytesReceivedAudio,availableOutgoingBitrate,time,jitterVideo,roundTripTimeVideo,packetsLostVideo,timestamp
194373,227.295,195866416,14,6491211,3g,86633,177558554,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284347631,2025-04-13 22:26:31.091000+00:00,306561351,5109,6316380,114244,2025-04-13 22:26:31.406000+00:00,27.0,285.049,5261,1744583191088.371
194437,227.295,195943894,10,6498353,3g,86733,177620318,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284354441,2025-04-13 22:26:33.090000+00:00,306581269,5109,6324480,123854,2025-04-13 22:26:33.408000+00:00,19.0,235.809,5261,1744583193087.269
194502,227.295,196020949,8,6505626,3g,86833,177681408,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284361083,2025-04-13 22:26:35.087000+00:00,306601238,5109,6332579,134547,2025-04-13 22:26:35.403000+00:00,12.0,217.499,5261,1744583195084.194
194580,222.427,196106384,12,6513340,3g,86933,177750584,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284365311,2025-04-13 22:26:37.090000+00:00,306618846,5109,6340640,134547,2025-04-13 22:26:37.407000+00:00,26.0,268.63100000000003,5261,1744583197087.305
194664,222.427,196192630,9,6521491,3g,87033,177820412,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284369521,2025-04-13 22:26:39.091000+00:00,306637379,5109,6348780,134547,2025-04-13 22:26:39.409000+00:00,18.0,230.087,5261,1744583199089.063
194735,222.427,196267191,27,6529576,3g,87116,177881179,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284374306,2025-04-13 22:26:41.091000+00:00,306656625,5109,6355484,85552,2025-04-13 22:26:41.411000+00:00,41.0,395.599,5261,1744583201088.701
194803,230.103,196345468,8,6537640,3g,87233,177941300,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284381654,2025-04-13 22:26:43.088000+00:00,306678931,5109,6364900,92803,2025-04-13 22:26:43.407000+00:00,17.0,221.802,5261,1744583203084.24
194863,230.103,196415909,8,6545807,3g,87334,177995836,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284388873,2025-04-13 22:26:45.089000+00:00,306701218,5109,6373161,103318,2025-04-13 22:26:45.413000+00:00,11.0,221.359,5261,1744583205085.429
194925,230.103,196488055,9,6553920,3g,87433,178052251,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284395844,2025-04-13 22:26:47.089000+00:00,306722951,5109,6381180,114280,2025-04-13 22:26:47.405000+00:00,10.0,225.632,5261,1744583207086.184
194978,238.31199999999998,196547943,6,6561940,3g,87533,178096669,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284402619,2025-04-13 22:26:49.087000+00:00,306744332,5109,6389200,125983,2025-04-13 22:26:49.442000+00:00,12.0,240.189,5261,1744583209083.786
195053,238.31199999999998,196627986,8,6570040,3g,87633,178160512,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284407455,2025-04-13 22:26:51.087000+00:00,306763468,5109,6397300,133241,2025-04-13 22:26:51.405000+00:00,25.0,241.257,5261,1744583211084.419
195136,238.31199999999998,196713822,10,6578154,3g,87733,178229914,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284412322,2025-04-13 22:26:53.087000+00:00,306782773,5109,6405404,133821,2025-04-13 22:26:53.402000+00:00,18.0,225.189,5261,1744583213084.342
195220,237.18299999999996,196798844,10,6586240,3g,87833,178298386,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284416850,2025-04-13 22:26:55.088000+00:00,306801665,5109,6413500,133821,2025-04-13 22:26:55.403000+00:00,23.0,220.337,5261,1744583215084.849
195309,237.18299999999996,196893103,9,6594340,3g,87933,178376044,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284424517,2025-04-13 22:26:57.087000+00:00,306823556,5109,6421601,139105,2025-04-13 22:26:57.411000+00:00,24.0,250.91599999999997,5261,1744583217084.708
195396,245.19299999999998,196987620,12,6602520,3g,88033,178453878,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284438988,2025-04-13 22:26:59.088000+00:00,306853463,5109,6429780,160346,2025-04-13 22:26:59.404000+00:00,20.0,219.04,5261,1744583219085.601
195488,245.19299999999998,197091934,10,6610052,3g,88133,178541579,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284465164,2025-04-13 22:27:01.088000+00:00,306894705,5109,6437709,189904,2025-04-13 22:27:01.403000+00:00,32.0,216.919,5261,1744583221085.012
195576,245.19299999999998,197194286,16,6616999,3g,88233,178628271,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284490011,2025-04-13 22:27:03.087000+00:00,306934079,5109,6444845,218267,2025-04-13 22:27:03.409000+00:00,23.0,234.863,5261,1744583223084.679
195674,220.612,197306901,16,6623921,3g,88332,178724870,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284526686,2025-04-13 22:27:05.088000+00:00,306985430,5109,6451989,249228,2025-04-13 22:27:05.811000+00:00,30.0,231.308,5261,1744583225086.289
195763,220.612,197406755,18,6630867,3g,88433,178809144,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284541060,2025-04-13 22:27:07.088000+00:00,307013526,5109,6459107,109645,2025-04-13 22:27:07.407000+00:00,31.0,344.696,5261,1744583227085.478
195872,245.54399999999998,197524885,16,6637615,3g,88531,178911064,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284552579,2025-04-13 22:27:09.087000+00:00,307039013,5109,6466223,116333,2025-04-13 22:27:09.407000+00:00,36.0,234.985,5261,1744583229084.912
195990,245.54399999999998,197657933,19,6644289,3g,88632,179027044,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284568655,2025-04-13 22:27:11.089000+00:00,307069069,5109,6473493,128187,2025-04-13 22:27:11.411000+00:00,36.0,220.612,5261,1744583231086.4
196121,245.54399999999998,197805279,19,6651039,3g,88731,179157592,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284581988,2025-04-13 22:27:13.089000+00:00,307096386,5109,6480451,141526,2025-04-13 22:27:13.408000+00:00,40.0,247.528,5261,1744583233086.638
196274,247.131,197977211,23,6658903,3g,88831,179311403,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284601284,2025-04-13 22:27:15.089000+00:00,307130978,5109,6487792,156264,2025-04-13 22:27:15.404000+00:00,47.0,226.791,5261,1744583235086.299
196434,247.131,198151873,18,6667024,3g,88932,179466496,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284625373,2025-04-13 22:27:17.087000+00:00,307170918,5109,6495973,170352,2025-04-13 22:27:17.402000+00:00,52.0,217.14799999999997,5261,1744583237084.354
196583,247.131,198315304,15,6675112,3g,89032,179611161,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284649529,2025-04-13 22:27:19.089000+00:00,307210612,5109,6504133,140964,2025-04-13 22:27:19.405000+00:00,53.0,230.66699999999997,5261,1744583239086.345
196702,247.131,198450924,15,6683155,3g,89133,179729058,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284669902,2025-04-13 22:27:21.090000+00:00,307246558,5109,6512254,126871,2025-04-13 22:27:21.415000+00:00,44.0,227.844,5261,1744583241087.241
196821,253.08199999999997,198590873,18,6691332,3g,89233,179851176,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284687633,2025-04-13 22:27:23.088000+00:00,307279734,5109,6520391,137593,2025-04-13 22:27:23.406000+00:00,44.0,242.88899999999998,5261,1744583243085.736
196946,267.48699999999997,198733862,18,6699352,3g,89333,179976212,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284706986,2025-04-13 22:27:25.089000+00:00,307314551,5109,6528454,153176,2025-04-13 22:27:25.405000+00:00,40.0,214.767,5261,1744583245086.11
197072,267.48699999999997,198879006,17,6707452,3g,89433,180103336,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284729394,2025-04-13 22:27:27.091000+00:00,307352615,5109,6536554,167336,2025-04-13 22:27:27.432000+00:00,42.0,251.419,5261,1744583247088.146
197207,267.48699999999997,199030565,20,6715632,3g,89533,180236395,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284750752,2025-04-13 22:27:29.091000+00:00,307389459,5109,6544684,143367,2025-04-13 22:27:29.408000+00:00,46.0,242.72199999999998,5261,1744583249088.402
197356,267.48699999999997,199191960,20,6723732,3g,89634,180378941,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284772666,2025-04-13 22:27:31.089000+00:00,307427045,5109,6552847,158792,2025-04-13 22:27:31.408000+00:00,50.0,250.336,5261,1744583251086.081
197503,230.057,199357498,21,6731793,3g,89732,180525887,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284796900,2025-04-13 22:27:33.091000+00:00,307466842,5109,6560853,175529,2025-04-13 22:27:33.408000+00:00,51.0,253.693,5261,1744583253088.096
197633,230.057,199502446,20,6739922,3g,89832,180652671,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284824153,2025-04-13 22:27:35.089000+00:00,307510016,5109,6568953,191421,2025-04-13 22:27:35.404000+00:00,42.0,251.205,5261,1744583255087.113
197753,247.864,199638400,19,6747992,3g,89931,180770936,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284855328,2025-04-13 22:27:37.088000+00:00,307556941,5109,6576972,208655,2025-04-13 22:27:37.405000+00:00,36.0,220.322,5261,1744583257085.233
197879,247.864,199783448,21,6756052,3g,90031,180898087,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284890602,2025-04-13 22:27:39.088000+00:00,307608087,5109,6585067,231066,2025-04-13 22:27:39.408000+00:00,39.0,218.97899999999998,5261,1744583259085.384
198014,231.125,199933851,22,6764152,3g,90132,181030020,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284931800,2025-04-13 22:27:41.087000+00:00,307665065,5109,6593253,255082,2025-04-13 22:27:41.403000+00:00,43.0,225.8,5261,1744583261083.916
198156,231.125,200089742,19,6772252,3g,90232,181167399,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,284977118,2025-04-13 22:27:43.088000+00:00,307726337,5109,6601353,205971,2025-04-13 22:27:43.465000+00:00,48.0,363.251,5261,1744583263085.778
198298,212.402,200250415,21,6780366,3g,90332,181309589,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,285018055,2025-04-13 22:27:45.092000+00:00,307783136,5109,6609384,217343,2025-04-13 22:27:45.433000+00:00,47.0,225.69299999999998,5261,1744583265089.534
198446,212.402,200414921,19,6788471,3g,90432,181455164,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,285051897,2025-04-13 22:27:47.088000+00:00,307833025,5109,6617551,236806,2025-04-13 22:27:47.405000+00:00,49.0,233.96299999999997,5261,1744583267085.73
198597,228.36299999999997,200586351,20,6796614,3g,90533,181607573,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,285085361,2025-04-13 22:27:49.091000+00:00,307882300,5109,6625654,185763,2025-04-13 22:27:49.412000+00:00,51.0,282.65399999999994,5261,1744583269088.531
198754,228.36299999999997,200762665,23,6804711,3g,90633,181764795,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,285117190,2025-04-13 22:27:51.086000+00:00,307929956,5109,6633834,203285,2025-04-13 22:27:51.406000+00:00,51.0,264.984,5261,1744583271083.633
198914,228.36299999999997,200942138,24,6812824,3g,90732,181925170,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,285152739,2025-04-13 22:27:53.088000+00:00,307981352,5109,6641824,222270,2025-04-13 22:27:53.409000+00:00,50.0,275.80299999999994,5261,1744583273084.896
13612,16.22,14849161,8,219597,4g,3317,13929556,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,13973385,2025-04-16 14:08:42.304000+00:00,14881195,1,220568,3806769,2025-04-16 14:08:43.801000+00:00,3.0,11.642,6,1744812522292.042
14010,16.22,15287841,7,226125,4g,3415,14341728,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,14392957,2025-04-16 14:08:44.294000+00:00,15321025,1,226796,3806769,2025-04-16 14:08:44.533000+00:00,3.0,9.888,6,1744812524290.357
14412,16.22,15728271,9,232642,4g,3517,14754999,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,14816131,2025-04-16 14:08:46.292000+00:00,15771280,1,233309,3806769,2025-04-16 14:08:46.548000+00:00,2.0,12.543,6,1744812526288.744
14824,16.22,16176272,5,239136,4g,3617,15175147,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,15242783,2025-04-16 14:08:48.292000+00:00,16225148,1,239769,3806769,2025-04-16 14:08:48.534000+00:00,2.0,8.362,6,1744812528288.702
15240,11.566,16630166,3,245605,4g,3716,15601792,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,15671951,2025-04-16 14:08:50.293000+00:00,16681509,1,246018,3806769,2025-04-16 14:08:50.536000+00:00,2.0,10.421999999999999,6,1744812530289.303
15494,11.566,16906106,5,252322,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,16099459,2025-04-16 14:08:52.293000+00:00,17135826,1,249903,3806769,2025-04-16 14:08:52.535000+00:00,4.0,11.292,6,1744812532289.337
15494,11.566,16906106,5,259243,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,16525862,2025-04-16 14:08:54.293000+00:00,17588090,1,249903,3806769,2025-04-16 14:08:54.534000+00:00,4.0,11.292,6,1744812534288.877
15494,11.566,16906106,5,266035,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,16709178,2025-04-16 14:08:56.293000+00:00,17789022,1,249903,2436332,2025-04-16 14:08:56.534000+00:00,4.0,11.292,6,1744812536289.7
15494,11.566,16906106,5,272745,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,16823272,2025-04-16 14:08:58.292000+00:00,17876960,1,249903,1559253,2025-04-16 14:08:58.530000+00:00,4.0,11.292,6,1744812538289.103
15494,11.566,16906106,5,279548,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,16911990,2025-04-16 14:09:00.295000+00:00,17876960,1,249903,997922,2025-04-16 14:09:00.534000+00:00,4.0,11.292,6,1744812540290.066
15494,11.566,16906106,5,286331,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,16967884,2025-04-16 14:09:02.292000+00:00,17876960,1,249903,638670,2025-04-16 14:09:02.529000+00:00,4.0,11.292,6,1744812542288.852
15494,11.566,16906106,5,293042,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,17002414,2025-04-16 14:09:04.293000+00:00,17876960,1,249903,408749,2025-04-16 14:09:04.532000+00:00,4.0,11.292,6,1744812544289.568
15494,11.566,16906106,5,299740,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,17023853,2025-04-16 14:09:06.293000+00:00,17876960,1,249903,261599,2025-04-16 14:09:06.536000+00:00,4.0,11.292,6,1744812546289.061
15494,11.566,0,5,306387,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,17036942,2025-04-16 14:09:08.293000+00:00,0,1,249903,0,2025-04-16 14:09:08.542000+00:00,4.0,11.292,6,1744812548289.523
15494,11.566,0,5,313055,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,17045606,2025-04-16 14:09:10.293000+00:00,0,1,249903,0,2025-04-16 14:09:10.533000+00:00,4.0,11.292,6,1744812550289.8
15494,11.566,0,5,319692,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,17054008,2025-04-16 14:09:12.305000+00:00,0,1,249903,0,2025-04-16 14:09:12.546000+00:00,4.0,11.292,6,1744812552290.856
15494,11.566,0,5,326310,4g,3777,15860933,c76a5c1a-a494-4dfb-b127-5c62ef0c5af3,17063507,2025-04-16 14:09:14.293000+00:00,0,1,249903,0,2025-04-16 14:09:14.535000+00:00,4.0,11.292,6,1744812554289.209
2566,1.0,2793926,0,42007,4g,649,2620365,09c3fe36-86be-4329-8e18-19bcfc26b4a9,1211326,2025-04-16 14:12:25.463000+00:00,1348902,0,42431,3561142,2025-04-16 14:12:26.578000+00:00,0.0,1.0,0,1744812745460.426
2973,1.617,3242056,0,48539,4g,749,3041547,09c3fe36-86be-4329-8e18-19bcfc26b4a9,1628602,2025-04-16 14:12:27.463000+00:00,1787006,0,49073,3561142,2025-04-16 14:12:27.703000+00:00,0.0,1.0,0,1744812747460.666
3387,1.617,3695115,0,54990,4g,849,3467474,09c3fe36-86be-4329-8e18-19bcfc26b4a9,2060227,2025-04-16 14:12:29.462000+00:00,2245782,0,55629,3561142,2025-04-16 14:12:29.697000+00:00,0.0,1.0,0,1744812749461.158
3800,1.617,4144130,0,61876,4g,949,3889290,09c3fe36-86be-4329-8e18-19bcfc26b4a9,2407686,2025-04-16 14:12:31.462000+00:00,2624707,0,62378,3561142,2025-04-16 14:12:31.701000+00:00,0.0,1.0,0,1744812751460.797
4224,1.0,4609639,0,68974,4g,1049,4326733,09c3fe36-86be-4329-8e18-19bcfc26b4a9,2849239,2025-04-16 14:12:33.462000+00:00,3087764,0,69588,3561142,2025-04-16 14:12:33.698000+00:00,0.0,1.7699999999999998,0,1744812753461.31
4642,1.0,5064928,2,75895,4g,1149,4754481,09c3fe36-86be-4329-8e18-19bcfc26b4a9,3278284,2025-04-16 14:12:35.488000+00:00,3544526,0,76486,3561142,2025-04-16 14:12:35.733000+00:00,2.0,1.0,0,1744812755474.36
5056,1.0,5516401,0,82714,4g,1249,5178436,09c3fe36-86be-4329-8e18-19bcfc26b4a9,3700597,2025-04-16 14:12:37.464000+00:00,3993868,0,83459,3561142,2025-04-16 14:12:37.703000+00:00,0.0,1.0,0,1744812757462.87
5467,1.0,5971074,0,89534,4g,1349,5605965,09c3fe36-86be-4329-8e18-19bcfc26b4a9,4127720,2025-04-16 14:12:39.463000+00:00,4448375,0,90243,3561142,2025-04-16 14:12:39.702000+00:00,0.0,1.0,0,1744812759461.933
5887,1.0,6427644,0,96373,4g,1449,6034999,09c3fe36-86be-4329-8e18-19bcfc26b4a9,4557401,2025-04-16 14:12:41.464000+00:00,4905515,0,97071,3561142,2025-04-16 14:12:41.700000+00:00,0.0,1.0,0,1744812761462.583
6311,1.0,6887656,0,103192,4g,1549,6467154,09c3fe36-86be-4329-8e18-19bcfc26b4a9,4988756,2025-04-16 14:12:43.464000+00:00,5364459,0,103914,3561142,2025-04-16 14:12:43.695000+00:00,0.0,1.0,0,1744812763462.527
6718,1.0,7330216,0,109905,4g,1649,6882859,09c3fe36-86be-4329-8e18-19bcfc26b4a9,5405446,2025-04-16 14:12:45.463000+00:00,5808046,0,110619,3561142,2025-04-16 14:12:45.698000+00:00,0.0,1.0,0,1744812765461.96
7133,1.0,7784020,0,116671,4g,1749,7309178,09c3fe36-86be-4329-8e18-19bcfc26b4a9,5832609,2025-04-16 14:12:47.463000+00:00,6262735,0,117376,3561142,2025-04-16 14:12:47.708000+00:00,0.0,1.099,0,1744812767461.896
7546,1.0,8238411,0,123441,4g,1849,7736307,09c3fe36-86be-4329-8e18-19bcfc26b4a9,6260731,2025-04-16 14:12:49.463000+00:00,6718157,0,124148,3561142,2025-04-16 14:12:49.696000+00:00,0.0,1.0,0,1744812769461.462
7962,1.0,8694220,0,130211,4g,1949,8164743,09c3fe36-86be-4329-8e18-19bcfc26b4a9,6687342,2025-04-16 14:12:51.464000+00:00,7172034,0,130879,3561142,2025-04-16 14:12:51.702000+00:00,0.0,1.0,0,1744812771462.425
8376,1.0,9145396,0,136938,4g,2049,8588769,09c3fe36-86be-4329-8e18-19bcfc26b4a9,7111301,2025-04-16 14:12:53.462000+00:00,7623234,0,137583,3561142,2025-04-16 14:12:53.698000+00:00,0.0,1.0,0,1744812773460.741
8791,1.0,9600839,0,143899,4g,2149,9016889,09c3fe36-86be-4329-8e18-19bcfc26b4a9,7538527,2025-04-16 14:12:55.464000+00:00,8077963,0,144492,3561142,2025-04-16 14:12:55.699000+00:00,0.0,1.053,0,1744812775462.312
9208,1.0,10054312,0,150677,4g,2249,9443057,09c3fe36-86be-4329-8e18-19bcfc26b4a9,7965260,2025-04-16 14:12:57.465000+00:00,8532122,0,151233,3561142,2025-04-16 14:12:57.700000+00:00,0.0,1.0,0,1744812777462.865
9632,1.0,10510581,0,157565,4g,2349,9871541,09c3fe36-86be-4329-8e18-19bcfc26b4a9,8391379,2025-04-16 14:12:59.466000+00:00,8986001,0,158062,3561142,2025-04-16 14:12:59.703000+00:00,0.0,1.0,0,1744812779464.401
10047,1.0,10961795,0,164292,4g,2449,10295377,09c3fe36-86be-4329-8e18-19bcfc26b4a9,8813249,2025-04-16 14:13:01.464000+00:00,9434998,0,164812,3561142,2025-04-16 14:13:01.704000+00:00,0.0,1.0,0,1744812781462.312
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:24.242000+00:00,0,0,0,0,2025-04-16 14:24:25.733000+00:00,0.0,0.0,0,1744813464235.528
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:26.238000+00:00,0,0,0,0,2025-04-16 14:24:26.475000+00:00,0.0,0.0,0,1744813466236.631
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:28.238000+00:00,0,0,0,0,2025-04-16 14:24:28.477000+00:00,0.0,0.0,0,1744813468236.596
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:30.238000+00:00,0,0,0,0,2025-04-16 14:24:30.478000+00:00,0.0,0.0,0,1744813470237.138
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:32.236000+00:00,0,0,0,0,2025-04-16 14:24:32.475000+00:00,0.0,0.0,0,1744813472235.057
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:47.998000+00:00,0,0,0,0,2025-04-16 14:24:48.757000+00:00,0.0,0.0,0,1744813487989.41
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:49.992000+00:00,0,0,0,0,2025-04-16 14:24:50.752000+00:00,0.0,0.0,0,1744813489989.221
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:51.991000+00:00,0,0,0,0,2025-04-16 14:24:52.737000+00:00,0.0,0.0,0,1744813491988.669
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:53.990000+00:00,0,0,0,0,2025-04-16 14:24:54.740000+00:00,0.0,0.0,0,1744813493988.407
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:55.990000+00:00,0,0,0,0,2025-04-16 14:24:56.734000+00:00,0.0,0.0,0,1744813495988.133
0,0.0,0,0,0,4g,0,0,3f2d3e42-97a8-47ec-a792-5773c1530522,0,2025-04-16 14:24:57.991000+00:00,0,0,0,0,2025-04-16 14:24:58.741000+00:00,0.0,0.0,0,1744813497989.582
4612,91.66,5043770,28,81276,4g,1227,4715318,693722f4-b371-4435-bee0-35c42560b28a,4955070,2025-04-21 15:01:08.439000+00:00,5284155,2,86888,1651903,2025-04-21 15:01:10.894000+00:00,40.0,210.052,0,1745247668430.182
4894,91.66,5344536,28,87837,4g,1328,4993314,693722f4-b371-4435-bee0-35c42560b28a,5247010,2025-04-21 15:01:10.430000+00:00,5598552,4,93898,1692639,2025-04-21 15:01:10.994000+00:00,44.0,126.46499999999999,3,1745247670429.099
5194,47.119,5656365,3,94392,4g,1428,5280710,693722f4-b371-4435-bee0-35c42560b28a,5598007,2025-04-21 15:01:12.430000+00:00,5974478,4,100881,1747993,2025-04-21 15:01:12.678000+00:00,6.0,48.278999999999996,3,1745247672428.611
5505,47.119,5979999,3,100934,4g,1527,5579894,693722f4-b371-4435-bee0-35c42560b28a,6002689,2025-04-21 15:01:14.431000+00:00,6406006,4,107659,1803468,2025-04-21 15:01:14.677000+00:00,4.0,48.004,3,1745247674429.591
5830,47.119,6330023,3,107866,4g,1627,5904628,693722f4-b371-4435-bee0-35c42560b28a,6417568,2025-04-21 15:01:16.430000+00:00,6848427,4,114675,2040940,2025-04-21 15:01:16.674000+00:00,3.0,47.974,3,1745247676429.038
6176,47.119,6702584,3,116061,4g,1727,6250311,693722f4-b371-4435-bee0-35c42560b28a,6890317,2025-04-21 15:01:18.430000+00:00,7354199,4,122537,2376184,2025-04-21 15:01:18.678000+00:00,2.0,47.05799999999999,3,1745247678429.392
6529,46.157999999999994,7085445,3,123541,4g,1827,6606362,693722f4-b371-4435-bee0-35c42560b28a,7425544,2025-04-21 15:01:20.431000+00:00,7919270,4,129819,2767964,2025-04-21 15:01:20.675000+00:00,5.0,46.309999999999995,3,1745247680429.93
6899,46.157999999999994,7482660,4,130323,4g,1927,6976970,693722f4-b371-4435-bee0-35c42560b28a,7964261,2025-04-21 15:01:22.431000+00:00,8489237,4,136456,3288409,2025-04-21 15:01:22.679000+00:00,9.0,47.806000000000004,3,1745247682429.332
7295,49.010999999999996,7908211,9,137174,4g,2027,7374800,693722f4-b371-4435-bee0-35c42560b28a,8421787,2025-04-21 15:01:24.431000+00:00,8975280,4,143179,3446765,2025-04-21 15:01:24.679000+00:00,3.0,47.241,5,1745247684429.44
7767,49.010999999999996,8419727,8,143909,4g,2127,7856108,693722f4-b371-4435-bee0-35c42560b28a,8850550,2025-04-21 15:01:26.432000+00:00,9431454,4,149905,3446765,2025-04-21 15:01:26.689000+00:00,5.0,49.53,5,1745247686430.048
8288,49.010999999999996,8990273,7,150453,4g,2228,8394452,693722f4-b371-4435-bee0-35c42560b28a,9279431,2025-04-21 15:01:28.432000+00:00,9887747,4,156727,3446765,2025-04-21 15:01:28.677000+00:00,5.0,49.117999999999995,5,1745247688430.478
8763,48.325,9511241,7,157030,4g,2326,8885138,693722f4-b371-4435-bee0-35c42560b28a,9704166,2025-04-21 15:01:30.431000+00:00,10339807,4,163309,3446765,2025-04-21 15:01:30.676000+00:00,3.0,49.895999999999994,5,1745247690429.433
9259,48.325,10050241,3,163751,4g,2427,9392132,693722f4-b371-4435-bee0-35c42560b28a,10119705,2025-04-21 15:01:32.429000+00:00,10782329,4,170657,3446765,2025-04-21 15:01:32.672000+00:00,3.0,49.469,5,1745247692427.653
9773,48.736999999999995,10622837,4,170365,4g,2528,9922096,693722f4-b371-4435-bee0-35c42560b28a,10553396,2025-04-21 15:01:34.433000+00:00,11243548,4,177729,3446765,2025-04-21 15:01:34.677000+00:00,4.0,51.666,5,1745247694431.073
10295,48.736999999999995,11181577,3,176987,4g,2628,10458968,693722f4-b371-4435-bee0-35c42560b28a,10978387,2025-04-21 15:01:36.433000+00:00,11695803,4,184551,3446765,2025-04-21 15:01:36.676000+00:00,3.0,47.546,5,1745247696430.953
10711,48.736999999999995,11638696,3,183605,4g,2727,10887887,693722f4-b371-4435-bee0-35c42560b28a,11405693,2025-04-21 15:01:38.432000+00:00,12150019,4,191290,3446765,2025-04-21 15:01:38.678000+00:00,3.0,54.199,5,1745247698430.759
11134,48.736999999999995,12103522,3,190264,4g,2827,11324566,693722f4-b371-4435-bee0-35c42560b28a,11835078,2025-04-21 15:01:40.433000+00:00,12606939,4,198265,3446765,2025-04-21 15:01:40.674000+00:00,2.0,49.81999999999999,5,1745247700431.27
