packetsReceivedVideo,roundTripTimeAudio,bytesReceived,jitterAudio,bytesSentAudio,networkType,packetsReceivedAudio,bytesReceivedVideo,roomId,bytesSentVideo,date,bytesSent,packetsLostAudio,bytesReceivedAudio,availableOutgoingBitrate,time,jitterVideo,roundTripTimeVideo,packetsLostVideo,timestamp
155004,619.217,155687870,2,4906368,3g,65079,141614572,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,231713332,2025-04-13 22:18:55.085000+00:00,249081895,3854,4699152,687720,2025-04-13 22:18:55.566000+00:00,731.0,606.491,4133,1744582735086.896
155080,619.217,155713932,4,4913402,3g,65169,141626497,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,231862521,2025-04-13 22:18:57.084000+00:00,249249748,3864,4705715,698980,2025-04-13 22:18:57.565000+00:00,1059.0,628.9979999999999,4143,1744582737086.273
155159,612.518,155739486,3,4920388,3g,65264,141637331,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,232009693,2025-04-13 22:18:59.083000+00:00,249415632,3868,4712617,708957,2025-04-13 22:18:59.563000+00:00,991.0,609.131,4150,1744582739085.052
155238,612.518,155764388,7,4927444,3g,65354,141647927,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,232162192,2025-04-13 22:19:01.082000+00:00,249586747,3878,4719145,719016,2025-04-13 22:19:01.571000+00:00,1002.0,627.487,4156,1744582741084.42
155313,612.518,155789084,5,4934563,3g,65445,141658505,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,232319797,2025-04-13 22:19:03.082000+00:00,249763419,3887,4725800,726094,2025-04-13 22:19:03.562000+00:00,1202.0,607.437,4162,1744582743084.078
155391,615.2189999999999,155814583,6,4941612,3g,65536,141669594,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,232481533,2025-04-13 22:19:05.082000+00:00,249944262,3897,4732363,737359,2025-04-13 22:19:06.557000+00:00,987.0,610.7479999999999,4169,1744582745084.37
155473,615.2189999999999,155841101,3,4948700,3g,65627,141681302,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,232640054,2025-04-13 22:19:07.082000+00:00,250122305,3905,4738915,747177,2025-04-13 22:19:07.673000+00:00,1178.0,615.082,4177,1744582747084.211
155536,615.2189999999999,155865296,3,4955646,3g,65717,141691681,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,232793550,2025-04-13 22:19:09.082000+00:00,250295263,3916,4745419,757634,2025-04-13 22:19:09.667000+00:00,811.0,619.507,4187,1744582749084.684
155590,607.559,155889853,3,4962684,3g,65803,141703341,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,232955656,2025-04-13 22:19:11.083000+00:00,250476433,3930,4751530,769338,2025-04-13 22:19:12.559000+00:00,903.0,622.5889999999999,4190,1744582751084.741
155631,615.9209999999999,155913969,4,4970198,3g,65896,141713876,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,233123200,2025-04-13 22:19:13.082000+00:00,250663525,3937,4758643,771870,2025-04-13 22:19:13.715000+00:00,1317.0,624.771,4193,1744582753084.357
155676,615.9209999999999,155938559,3,4977932,3g,65987,141724291,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,233281395,2025-04-13 22:19:15.083000+00:00,250841336,3946,4765782,588684,2025-04-13 22:19:15.709000+00:00,800.0,609.512,4196,1744582755085.173
155724,615.9209999999999,155962628,3,4984861,3g,66081,141734475,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,233393533,2025-04-13 22:19:17.083000+00:00,250971445,3952,4772905,588684,2025-04-13 22:19:17.571000+00:00,1075.0,616.394,4199,1744582757085.316
155784,615.9209999999999,155987799,4,4992755,3g,66175,141744838,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,233512746,2025-04-13 22:19:19.084000+00:00,251109980,3958,4780493,588684,2025-04-13 22:19:19.706000+00:00,758.0,610.886,4206,1744582759086.48
155838,608.261,156010773,3,4999696,3g,66261,141754610,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,233640569,2025-04-13 22:19:21.082000+00:00,251256814,3971,4786905,588684,2025-04-13 22:19:21.593000+00:00,1085.0,620.285,4213,1744582761084.496
155896,608.261,156033754,4,5006651,3g,66351,141763856,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,233784906,2025-04-13 22:19:23.084000+00:00,251421080,3982,4793536,785709,2025-04-13 22:19:23.596000+00:00,580.0,645.34,4223,1744582763086.483
155966,608.261,156056029,4,5013468,3g,66441,141772215,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,233942420,2025-04-13 22:19:25.083000+00:00,251599013,3991,4800172,794822,2025-04-13 22:19:25.591000+00:00,68.0,610.428,4228,1744582765085.677
156045,621.49,156081669,3,5020190,3g,66533,141782671,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,234118844,2025-04-13 22:19:27.084000+00:00,251795733,4000,4806826,806288,2025-04-13 22:19:28.422000+00:00,961.0,614.7159999999999,4240,1744582767086.877
156116,621.49,156105589,9,5026916,3g,66619,141792668,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,234292486,2025-04-13 22:19:29.083000+00:00,251989697,4009,4813073,818689,2025-04-13 22:19:29.592000+00:00,1106.0,606.125,4252,1744582769084.753
156204,743.698,156133526,16,5033637,3g,66716,141804993,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,234437228,2025-04-13 22:19:31.085000+00:00,252152678,4016,4820085,625817,2025-04-13 22:19:31.584000+00:00,1070.0,785.324,4258,1744582771087.168
156281,743.698,156158529,3,5040412,3g,66806,141815933,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,234531564,2025-04-13 22:19:33.085000+00:00,252263849,4027,4826596,631085,2025-04-13 22:19:33.666000+00:00,833.0,607.086,4266,1744582773087.406
156359,627.1669999999999,156184021,2,5047118,3g,66896,141827231,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,234651446,2025-04-13 22:19:35.086000+00:00,252401885,4037,4833122,635866,2025-04-13 22:19:35.565000+00:00,1249.0,608.887,4272,1744582775088.196
156438,627.1669999999999,156209317,4,5053834,3g,66984,141838206,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,234789795,2025-04-13 22:19:37.086000+00:00,252558942,4049,4839487,645821,2025-04-13 22:19:37.576000+00:00,838.0,609.6949999999999,4279,1744582777088.442
156519,627.1669999999999,156235527,7,5060546,3g,67076,141849678,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,234927728,2025-04-13 22:19:39.083000+00:00,252715443,4056,4846070,654810,2025-04-13 22:19:39.564000+00:00,1162.0,610.9010000000001,4281,1744582779084.795
156591,627.1669999999999,156260804,3,5067827,3g,67168,141860516,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,235067609,2025-04-13 22:19:41.087000+00:00,252874397,4065,4853125,664164,2025-04-13 22:19:41.566000+00:00,947.0,613.495,4288,1744582781089.039
156664,623.81,156287880,2,5075230,3g,67259,141872707,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,235205465,2025-04-13 22:19:43.086000+00:00,253031208,4074,4860206,674309,2025-04-13 22:19:43.578000+00:00,1012.9999999999999,608.826,4291,1744582783088.208
156696,622.299,156308754,2,5082318,3g,67350,141880606,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,235351094,2025-04-13 22:19:45.087000+00:00,253195301,4083,4867131,684846,2025-04-13 22:19:46.565000+00:00,224.0,621.3839999999999,4291,1744582785088.531
156730,622.299,156329911,2,5089869,3g,67433,141889323,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,235500175,2025-04-13 22:19:47.082000+00:00,253363399,4099,4873715,696266,2025-04-13 22:19:47.664000+00:00,75.0,618.4999999999999,4293,1744582787084.434
156747,613.861,156351577,2,5097060,3g,67526,141897993,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,235645351,2025-04-13 22:19:49.087000+00:00,253527124,4106,4880877,706329,2025-04-13 22:19:49.677000+00:00,411.0,606.812,4293,1744582789088.645
156770,613.861,156373340,3,5103889,3g,67621,141907223,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,235788322,2025-04-13 22:19:51.087000+00:00,253688002,4112,4887724,718407,2025-04-13 22:19:51.565000+00:00,279.0,606.812,4293,1744582791089.083
156805,612.122,156392596,3,5110776,3g,67707,141913794,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,235944714,2025-04-13 22:19:53.084000+00:00,253863071,4126,4894107,729402,2025-04-13 22:19:53.565000+00:00,86.0,609.6949999999999,4299,1744582793085.823
156859,612.122,156414006,10,5117611,3g,67796,141922222,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,236057278,2025-04-13 22:19:55.087000+00:00,253992322,4149,4900537,302404,2025-04-13 22:19:55.445000+00:00,47.0,614.502,4309,1744582795088.409
156926,364.944,156437563,3,5124466,3g,67896,141931272,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,236122500,2025-04-13 22:19:57.085000+00:00,254073607,4149,4907600,302404,2025-04-13 22:19:57.319000+00:00,40.0,129.669,4309,1744582797087.342
156990,364.944,156461469,2,5131359,3g,67996,141940999,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,236173751,2025-04-13 22:19:59.087000+00:00,254140367,4149,4914589,302404,2025-04-13 22:19:59.321000+00:00,124.0,129.715,4309,1744582799088.63
157036,123.856,156485591,2,5138120,3g,68096,141951627,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,236254191,2025-04-13 22:20:01.084000+00:00,254236500,4149,4921529,664382,2025-04-13 22:20:01.316000+00:00,63.0,122.63499999999999,4309,1744582801085.518
157088,123.856,156533070,3,5144918,3g,68196,141984507,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,236392626,2025-04-13 22:20:03.084000+00:00,254393337,4149,4928486,771998,2025-04-13 22:20:03.320000+00:00,687.0,120.865,4309,1744582803086.006
157143,123.856,156573461,3,5151726,3g,68296,142010323,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,236543784,2025-04-13 22:20:05.083000+00:00,254564159,4149,4935251,807807,2025-04-13 22:20:05.316000+00:00,111.0,131.76,4309,1744582805084.466
157221,130.997,156619991,5,5158522,3g,68396,142041472,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,236683833,2025-04-13 22:20:07.087000+00:00,254722920,4149,4942218,843808,2025-04-13 22:20:07.321000+00:00,7.0,125.79299999999999,4309,1744582807089.128
157282,130.997,156671393,2,5165332,3g,68496,142078041,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,236838537,2025-04-13 22:20:09.086000+00:00,254895852,4149,4949115,875088,2025-04-13 22:20:09.320000+00:00,2.0,122.833,4309,1744582809087.863
157343,130.997,156740742,3,5172089,3g,68596,142133101,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,237027837,2025-04-13 22:20:11.085000+00:00,255104167,4149,4955700,959109,2025-04-13 22:20:11.319000+00:00,2.0,131.897,4309,1744582811087.101
157443,125.534,156827559,3,5178799,3g,68696,142204056,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,237252413,2025-04-13 22:20:13.083000+00:00,255349313,4149,4962292,1129349,2025-04-13 22:20:13.317000+00:00,1.0,127.548,4309,1744582813085.09
157560,125.534,156926547,3,5185525,3g,68796,142286774,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,237500050,2025-04-13 22:20:15.084000+00:00,255618090,4149,4968836,1319040,2025-04-13 22:20:15.320000+00:00,3.0,122.78699999999999,4309,1744582815085.473
157672,131.72899999999998,157035423,12,5192188,3g,68895,142379559,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,237807697,2025-04-13 22:20:17.083000+00:00,255948988,4149,4975455,1502802,2025-04-13 22:20:17.315000+00:00,9.0,132.599,4309,1744582817084.509
157788,131.72899999999998,157159810,4,5199179,3g,68996,142486802,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,238152255,2025-04-13 22:20:19.083000+00:00,256318165,4149,4982657,1788033,2025-04-13 22:20:19.316000+00:00,3.0,133.163,4309,1744582819084.605
157940,131.72899999999998,157315767,3,5205836,3g,69096,142624627,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,238585454,2025-04-13 22:20:21.084000+00:00,256778531,4149,4989667,2090652,2025-04-13 22:20:21.318000+00:00,2.0,126.526,4309,1744582821084.824
158105,131.72899999999998,157478439,5,5212530,3g,69196,142768571,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,239004472,2025-04-13 22:20:23.083000+00:00,257224127,4149,4996769,2441510,2025-04-13 22:20:23.317000+00:00,4.0,127.94500000000001,4309,1744582823084.58
158282,123.627,157644240,4,5219135,3g,69296,142915449,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,239405085,2025-04-13 22:20:25.083000+00:00,257650705,4149,5003636,2682460,2025-04-13 22:20:25.315000+00:00,2.0,136.505,4309,1744582825084.674
158462,123.627,157814526,4,5225923,3g,69396,143066815,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,239838879,2025-04-13 22:20:27.083000+00:00,258111743,4149,5010366,2849895,2025-04-13 22:20:27.313000+00:00,4.0,123.83999999999999,4309,1744582827084.997
158639,139.694,157983959,6,5232654,3g,69496,143217593,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,240197377,2025-04-13 22:20:29.084000+00:00,258495132,4149,5017105,2933336,2025-04-13 22:20:29.321000+00:00,4.0,144.76,4309,1744582829085.324
158816,139.694,158151280,5,5239353,3g,69596,143366012,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,240634568,2025-04-13 22:20:31.082000+00:00,258959656,4149,5023953,2933336,2025-04-13 22:20:31.320000+00:00,5.0,137.87800000000001,4309,1744582831084.003
158993,139.694,158321255,6,5246096,3g,69696,143516782,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,241061178,2025-04-13 22:20:33.082000+00:00,259413255,4149,5031000,2933336,2025-04-13 22:20:33.317000+00:00,6.0,140.762,4309,1744582833083.897
159163,124.41999999999999,158490251,22,5252784,3g,69795,143666136,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,241507858,2025-04-13 22:20:35.085000+00:00,259887697,4149,5038890,2980175,2025-04-13 22:20:35.317000+00:00,27.0,127.65499999999999,4309,1744582835086.246
159306,124.41999999999999,158620776,6,5259334,3g,69895,143777101,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,241868449,2025-04-13 22:20:37.084000+00:00,260273024,4150,5046990,724377,2025-04-13 22:20:37.319000+00:00,11.0,207.748,4309,1744582837085.28
159424,131.439,158735660,3,5266450,3g,69995,143873676,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,242130710,2025-04-13 22:20:39.085000+00:00,260560306,4150,5055312,2424571,2025-04-13 22:20:39.325000+00:00,4.0,131.195,4309,1744582839086.779
159512,131.439,158828179,6,5274032,3g,70095,143949245,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,242655262,2025-04-13 22:20:41.085000+00:00,261117169,4150,5063205,3093241,2025-04-13 22:20:41.321000+00:00,21.0,133.163,4309,1744582841086.448
159649,129.22699999999998,158969145,5,5281255,3g,70195,144071753,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,243382330,2025-04-13 22:20:43.084000+00:00,261883246,4150,5070641,3601521,2025-04-13 22:20:43.317000+00:00,3.0,130.28,4309,1744582843085.625
159817,129.22699999999998,159132775,6,5288780,3g,70295,144215440,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,244181291,2025-04-13 22:20:45.083000+00:00,262723708,4150,5078468,4178619,2025-04-13 22:20:45.321000+00:00,4.0,135.65099999999998,4309,1744582845084.239
159997,129.22699999999998,159317426,3,5296060,3g,70395,144379755,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,244971440,2025-04-13 22:20:47.083000+00:00,263555129,4150,5086264,4971935,2025-04-13 22:20:47.315000+00:00,3.0,132.30899999999997,4309,1744582847084.315
160196,127.94500000000001,159531179,2,5303126,3g,70495,144573023,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,245484477,2025-04-13 22:20:49.085000+00:00,264098924,4150,5093629,4996604,2025-04-13 22:20:49.317000+00:00,2.0,125.214,4309,1744582849086.596
160432,127.94500000000001,159782816,5,5310625,3g,70595,144802776,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,245909654,2025-04-13 22:20:51.083000+00:00,264552050,4150,5101379,4996604,2025-04-13 22:20:51.318000+00:00,4.0,120.85,4309,1744582851084.856
160705,122.54299999999999,160075463,3,5317566,3g,70695,145072718,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,246345213,2025-04-13 22:20:53.085000+00:00,265015164,4150,5108596,4996604,2025-04-13 22:20:53.316000+00:00,10.0,124.451,4309,1744582853087.046
161005,122.54299999999999,160404742,3,5324411,3g,70795,145378277,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,246765214,2025-04-13 22:20:55.083000+00:00,265462350,4150,5115932,4996604,2025-04-13 22:20:55.316000+00:00,3.0,122.375,4309,1744582855084.115
161361,123.596,160793422,5,5331574,3g,70895,145740738,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,247204093,2025-04-13 22:20:57.087000+00:00,265929212,4150,5123639,4996604,2025-04-13 22:20:57.318000+00:00,7.0,134.003,4309,1744582857087.819
161764,123.596,161235307,5,5339206,3g,70994,146154508,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,247625167,2025-04-13 22:20:59.083000+00:00,266378280,4150,5131704,4996604,2025-04-13 22:20:59.313000+00:00,4.0,135.986,4309,1744582859084.129
162168,123.596,161676836,3,5346963,3g,71095,146567559,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,248051342,2025-04-13 22:21:01.087000+00:00,266832788,4150,5139808,4996604,2025-04-13 22:21:01.331000+00:00,7.0,123.749,4309,1744582861087.999
162520,127.823,162061504,4,5354520,3g,71195,146925775,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,248481953,2025-04-13 22:21:03.087000+00:00,267291554,4150,5147934,4996604,2025-04-13 22:21:03.321000+00:00,5.0,135.08599999999998,4309,1744582863088.781
162923,127.823,162501240,4,5361834,3g,71295,147337290,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,248902356,2025-04-13 22:21:05.086000+00:00,267739669,4150,5156005,4996604,2025-04-13 22:21:05.320000+00:00,7.0,125.56499999999998,4309,1744582865087.178
163247,127.823,162858898,5,5369211,3g,71395,147669540,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,249335575,2025-04-13 22:21:07.088000+00:00,268200885,4150,5164167,4996604,2025-04-13 22:21:07.324000+00:00,11.0,126.64799999999998,4309,1744582867089.201
163620,127.823,163268922,9,5376492,3g,71495,148052935,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,249757976,2025-04-13 22:21:09.088000+00:00,268650941,4150,5171786,4996604,2025-04-13 22:21:09.324000+00:00,14.0,144.318,4309,1744582869089.168
164032,140.22799999999998,163731566,4,5384159,3g,71595,148487267,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,250185634,2025-04-13 22:21:11.087000+00:00,269107226,4150,5179478,4996604,2025-04-13 22:21:11.321000+00:00,8.0,138.13799999999998,4309,1744582871088.863
164418,140.22799999999998,164156644,4,5391438,3g,71695,148885399,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,250611404,2025-04-13 22:21:13.088000+00:00,269560593,4150,5186860,4996604,2025-04-13 22:21:13.329000+00:00,8.0,140.182,4309,1744582873088.947
164743,147.522,164519981,4,5398707,3g,71795,149223707,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,251038409,2025-04-13 22:21:15.088000+00:00,270015283,4150,5194335,4996604,2025-04-13 22:21:15.321000+00:00,14.0,134.47599999999997,4309,1744582875088.813
165125,147.522,164940949,4,5406353,3g,71895,149617490,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,251463007,2025-04-13 22:21:17.088000+00:00,270468111,4150,5202080,4996604,2025-04-13 22:21:17.323000+00:00,8.0,137.817,4309,1744582877089.003
165312,150.345,165151236,6,5413762,3g,71995,149807730,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,251879393,2025-04-13 22:21:19.086000+00:00,270911834,4150,5209601,4996604,2025-04-13 22:21:19.325000+00:00,29.0,141.63199999999998,4309,1744582879086.768
165674,150.345,165554711,5,5421277,3g,72095,150184910,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,252318683,2025-04-13 22:21:21.085000+00:00,271379739,4150,5217338,4996604,2025-04-13 22:21:21.320000+00:00,8.0,128.464,4309,1744582881086.187
166142,150.345,166070883,3,5428815,3g,72195,150671034,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,252740960,2025-04-13 22:21:23.089000+00:00,271830128,4150,5225022,4996604,2025-04-13 22:21:23.322000+00:00,4.0,122.54299999999999,4309,1744582883089.584
166538,124.451,166508038,3,5436241,3g,72295,151080596,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,253167635,2025-04-13 22:21:25.084000+00:00,272284847,4150,5232583,4996604,2025-04-13 22:21:25.318000+00:00,4.0,133.072,4309,1744582885085.276
166947,124.451,166951672,5,5443472,3g,72395,151496558,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,253592459,2025-04-13 22:21:27.083000+00:00,272737650,4150,5240037,4996604,2025-04-13 22:21:27.316000+00:00,5.0,127.533,4309,1744582887084.254
167357,124.451,167407527,2,5450618,3g,72495,151924648,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,254021052,2025-04-13 22:21:29.083000+00:00,273193875,4150,5247514,4996604,2025-04-13 22:21:29.317000+00:00,3.0,123.886,4309,1744582889084.559
167768,123.917,167860480,5,5457837,3g,72595,152349855,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,254445022,2025-04-13 22:21:31.085000+00:00,273645512,4150,5254878,4996604,2025-04-13 22:21:31.324000+00:00,4.0,133.30100000000002,4309,1744582891085.975
168175,123.917,168306679,3,5465412,3g,72695,152768082,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,254874096,2025-04-13 22:21:33.084000+00:00,274102653,4150,5262666,4996604,2025-04-13 22:21:33.328000+00:00,5.0,127.991,4309,1744582893085.392
168572,123.917,168739338,5,5472528,3g,72795,153173547,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,255300325,2025-04-13 22:21:35.084000+00:00,274556424,4150,5270050,4996604,2025-04-13 22:21:35.318000+00:00,8.0,136.215,4309,1744582895084.651
168968,129.639,169179661,4,5479664,3g,72895,153586519,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,255727127,2025-04-13 22:21:37.083000+00:00,275010976,4150,5277509,4996604,2025-04-13 22:21:37.321000+00:00,7.0,132.11100000000002,4309,1744582897084.272
169364,129.639,169614071,3,5486755,3g,72995,153993767,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,256151835,2025-04-13 22:21:39.084000+00:00,275463145,4150,5284903,4996604,2025-04-13 22:21:39.323000+00:00,7.0,122.89399999999999,4309,1744582899084.35
169767,134.125,170060651,4,5493847,3g,73095,154412758,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,256578630,2025-04-13 22:21:41.083000+00:00,275917946,4150,5292232,4996604,2025-04-13 22:21:41.318000+00:00,6.0,130.997,4309,1744582901084.557
170181,134.125,170516482,4,5500908,3g,73195,154840886,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,257007718,2025-04-13 22:21:43.084000+00:00,276374553,4150,5299523,4996604,2025-04-13 22:21:43.322000+00:00,4.0,125.031,4309,1744582903085.219
170590,134.125,170968760,5,5507975,3g,73295,155265466,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,257430347,2025-04-13 22:21:45.084000+00:00,276824775,4150,5306945,4996604,2025-04-13 22:21:45.321000+00:00,4.0,136.292,4309,1744582905085.388
170993,123.71799999999999,171416886,3,5515002,3g,73395,155685907,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,257866993,2025-04-13 22:21:47.083000+00:00,277289158,4150,5314368,4996604,2025-04-13 22:21:47.318000+00:00,3.0,129.669,4309,1744582907084.519
171413,123.71799999999999,171869850,4,5522080,3g,73495,156110870,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,258293728,2025-04-13 22:21:49.084000+00:00,277743575,4150,5321695,4996604,2025-04-13 22:21:49.323000+00:00,5.0,123.062,4309,1744582909085.23
171823,123.71799999999999,172315210,3,5529089,3g,73594,156528767,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,258719704,2025-04-13 22:21:51.083000+00:00,278196968,4150,5328932,4996604,2025-04-13 22:21:51.315000+00:00,3.0,123.886,4309,1744582911083.896
172183,123.71799999999999,172708362,4,5536173,3g,73695,156895834,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,259145492,2025-04-13 22:21:53.085000+00:00,278650292,4150,5336315,4996604,2025-04-13 22:21:53.321000+00:00,14.0,124.069,4309,1744582913085.538
172328,128.95199999999997,172872966,21,5543267,3g,73782,157043651,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,259590393,2025-04-13 22:21:55.084000+00:00,279123421,4153,5342732,4996604,2025-04-13 22:21:57.097000+00:00,54.0,129.83700000000002,4318,1744582915084.964
172489,128.95199999999997,173057801,20,5550245,3g,73862,157211605,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,259829984,2025-04-13 22:21:57.085000+00:00,279386214,4173,5348619,173192,2025-04-13 22:22:01.026000+00:00,35.0,925.461,4553,1744582917085.883
172651,587.021,173241907,21,5556971,3g,73954,157378063,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260074397,2025-04-13 22:21:59.085000+00:00,279651971,4176,5355255,171209,2025-04-13 22:22:01.908000+00:00,35.0,867.31,4553,1744582919085.197
172752,407.089,173362094,6,5563717,3g,74066,157479306,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260277010,2025-04-13 22:22:01.086000+00:00,279874084,4176,5363407,139099,2025-04-13 22:22:02.998000+00:00,417.0,988.8309999999999,4553,1744582921086.54
172801,407.089,173410485,5,5570522,3g,74167,157511864,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260439763,2025-04-13 22:22:03.083000+00:00,280055400,4176,5370774,141311,2025-04-13 22:22:03.551000+00:00,434.0,865.2339999999999,4553,1744582923084.109
172812,423.462,173432238,3,5577342,3g,74267,157519754,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260526421,2025-04-13 22:22:05.085000+00:00,280157702,4176,5378101,178957,2025-04-13 22:22:06.646000+00:00,326.0,502.594,4553,1744582925084.663
172859,423.462,173469819,8,5584342,3g,74366,157541880,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260559646,2025-04-13 22:22:07.084000+00:00,280205141,4176,5385530,180415,2025-04-13 22:22:07.579000+00:00,104.0,365.738,4553,1744582927084.965
172933,423.462,173514558,4,5591087,3g,74466,157571128,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260579849,2025-04-13 22:22:09.087000+00:00,280239321,4176,5392907,185906,2025-04-13 22:22:09.416000+00:00,19.0,221.329,4553,1744582929087.682
173012,300.201,173588415,8,5598237,3g,74566,157629251,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260586672,2025-04-13 22:22:11.085000+00:00,280259518,4176,5400691,187100,2025-04-13 22:22:11.397000+00:00,7.0,495.621,4553,1744582931086.093
173092,300.201,173679317,5,5605406,3g,74666,157703895,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260601521,2025-04-13 22:22:13.087000+00:00,280288158,4176,5408491,187100,2025-04-13 22:22:13.407000+00:00,5.0,215.45399999999998,4553,1744582933087.534
173176,300.201,173776036,7,5612096,3g,74767,157784616,de3fc519-2c96-4ee2-aeb7-81892f8f93d5,260624858,2025-04-13 22:22:15.085000+00:00,280326625,4176,5415839,203095,2025-04-13 22:22:15.400000+00:00,6.0,215.01199999999997,4553,1744582935085.711
