"Packet","Sequence","Delta (ms)","Jitter (ms)","Skew","Bandwidth","Marker","Status"
2808,1224,20.326999999997497,0,0,80.592,"","OK"
2814,1225,20.339999999996508,0,0,79.056,"","OK"
2816,1227,39.52700000000186,0,0,78.872,"","Wrong sequence number"
2819,1228,20.36300000000483,0,0,78.84,"","OK"
2822,1230,48.68699999999808,0,0,75.424,"","Wrong sequence number"
2824,1231,11.307999999997264,0,0,75.6,"","OK"
2826,1233,39.645000000004075,0,0,73.808,"","Wrong sequence number"
2847,1235,39.6820000000007,0,0,75.656,"","Wrong sequence number"
2849,1236,22.599999999998545,0,0,74.248,"","OK"
2850,1237,19.1449999999968,0,0,74.296,"","OK"
2854,1238,18.039000000004307,0,0,75.976,"","OK"
2857,1239,26.081999999994878,0,0,74.248,"","OK"
2858,1240,14.773000000001048,0,0,75.888,"","OK"
2863,1241,19.13799999999901,0,0,75.832,"","OK"
2867,1242,20.410000000003492,0,0,75.776,"","OK"
2871,1243,21.335999999995693,0,0,77.576,"","OK"
2875,1244,22.59900000000198,0,0,77.592,"","OK"
2878,1245,15.921000000002095,0,0,79.312,"","OK"
2880,1246,20.440999999998894,0,0,81.064,"","OK"
2886,1248,39.508999999998196,0,0,77.224,"","Wrong sequence number"
2887,1249,20.483000000000175,0,0,77.216,"","OK"
2893,1250,20.483000000000175,0,0,77.288,"","OK"
2896,1251,19.173000000002503,0,0,79.112,"","OK"
2897,1252,20.461999999999534,0,0,77.288,"","OK"
2900,1253,19.28899999999703,0,0,79,"","OK"
2902,1254,20.32800000000134,0,0,78.896,"","OK"
2904,1255,20.427999999999884,0,0,77.168,"","OK"
2906,1256,21.37600000000384,0,0,78.896,"","OK"
2908,1257,19.312999999994645,0,0,79.128,"","OK"
2911,1258,19.15899999999965,0,0,79.456,"","OK"
2912,1259,20.32800000000134,0,0,79.616,"","OK"
2915,1260,20.222999999998137,0,0,79.656,"","OK"
2919,1261,19.26100000000588,0,0,81.416,"","OK"
2920,1262,21.718000000000757,0,0,79.752,"","OK"
2922,1263,18.16399999999703,0,0,79.896,"","OK"
2924,1264,20.444000000003143,0,0,81.712,"","OK"
2926,1265,21.354999999995925,0,0,80.016,"","OK"
2928,1266,19.21100000000297,0,0,80.04,"","OK"
2929,1267,20.37999999999738,0,0,80.104,"","OK"
2934,1269,39.608000000000175,0,0,78.288,"","Wrong sequence number"
2938,1271,39.81999999999971,0,0,76.4,"","Wrong sequence number"
2943,1272,20.43000000000029,0,0,76.36,"","OK"
2945,1273,19.3070000000007,0,0,76.256,"","OK"
2946,1274,20.347999999998137,0,0,75.968,"","OK"
2948,1275,19.421000000002095,0,0,77.52,"","OK"
2950,1276,19.229999999995925,0,0,77.12,"","OK"
2952,1277,22.63300000000163,0,0,77.208,"","OK"
2955,1278,17.985000000000582,0,0,78.92,"","OK"
2956,1279,20.2870000000039,0,0,79.008,"","OK"
2957,1280,19.272999999993772,0,0,80.824,"","OK"
2960,1281,20.380000000004657,0,0,80.648,"","OK"
2962,1282,20.339999999996508,0,0,80.464,"","OK"
2964,1283,20.389000000002852,0,0,80.584,"","OK"
2965,1284,20.50800000000163,0,0,82.472,"","OK"
2969,1285,22.59599999999773,0,0,82.448,"","OK"
2973,1287,36.35899999999674,0,0,82.32,"","Wrong sequence number"
2977,1288,24.963999999999942,0,0,80.68,"","OK"
2979,1289,17.110000000000582,0,0,82.528,"","OK"
2980,1290,18.22899999999936,0,0,81.12,"","OK"
2989,1291,36.22600000000239,0,0,81.272,"","OK"
2992,1292,3.4239999999990687,0,0,81.16,"","OK"
3002,1294,46.574000000000524,0,0,79.224,"","Wrong sequence number"
3009,1295,24.864999999997963,0,0,79.264,"","OK"
3012,1296,7.856000000007043,0,0,81.12,"","OK"
3015,1297,26.14999999999418,0,0,81.184,"","OK"
3019,1298,15.812000000005355,0,0,81.144,"","OK"
3021,1299,22.646999999997206,0,0,81.136,"","OK"
3023,1300,15.980000000003201,0,0,82.936,"","OK"
3028,1301,21.495999999999185,0,0,81.056,"","OK"
3031,1302,17.99699999999575,0,0,82.768,"","OK"
3035,1303,24.93699999999808,0,0,81.008,"","OK"
3037,1304,15.824000000000524,0,0,81.088,"","OK"
3038,1305,20.244000000006054,0,0,81.096,"","OK"
3043,1306,24.7809999999954,0,0,80.92,"","OK"
3045,1307,14.720000000001164,0,0,82.6,"","OK"
3050,1309,39.677999999999884,0,0,80.72,"","Wrong sequence number"
3051,1310,21.58400000000256,0,0,79.048,"","OK"
3056,1312,45.40099999999802,0,0,77.32,"","Wrong sequence number"
3059,1313,14.724999999998545,0,0,77.32,"","OK"
3063,1314,20.221000000005006,0,0,77.296,"","OK"
3067,1315,17.00399999999354,0,0,78.968,"","OK"
3069,1316,20.31500000000233,0,0,78.896,"","OK"
3072,1317,30.372000000003027,0,0,76.96,"","OK"
3076,1318,18.14999999999418,0,0,78.688,"","OK"
3078,1319,17.049000000006345,0,0,78.656,"","OK"
3083,1320,23.85399999999936,0,0,80.312,"","OK"
3087,1321,20.50499999999738,0,0,80.224,"","OK"
3088,1322,11.36200000000099,0,0,81.84,"","OK"
3095,1323,24.99899999999616,0,0,79.84,"","OK"
3098,1324,14.647000000004482,0,0,81.464,"","OK"
3103,1325,20.37199999999575,0,0,79.848,"","OK"
3107,1326,20.26100000000588,0,0,79.88,"","OK"
3108,1327,19.19199999999546,0,0,81.512,"","OK"
3113,1328,19.21100000000297,0,0,81.544,"","OK"
3116,1329,23.727999999995518,0,0,79.728,"","OK"
3118,1330,18.207000000002154,0,0,79.504,"","OK"
3121,1331,21.381000000001222,0,0,79.448,"","OK"
3126,1333,38.49700000000303,0,0,77.808,"","Wrong sequence number"
3128,1334,19.19999999999709,0,0,79.56,"","OK"
3131,1335,20.400000000001455,0,0,79.472,"","OK"
3134,1336,20.184000000001106,0,0,79.304,"","OK"
3135,1337,19.360000000000582,0,0,80.808,"","OK"
3138,1338,20.465999999993073,0,0,80.584,"","OK"
3140,1339,23.713999999999942,0,0,78.544,"","OK"
3142,1340,15.963000000003376,0,0,80.2,"","OK"
3147,1341,35.11899999999878,0,0,80.088,"","OK"
3148,1342,4.514000000002852,0,0,80.104,"","OK"
3155,1343,30.572999999996682,0,0,80.28,"","OK"
3156,1344,17.008999999998196,0,0,80.552,"","OK"
3158,1345,11.34100000000035,0,0,82.472,"","OK"
3162,1347,41.94000000000233,0,0,80.632,"","Wrong sequence number"
3171,1348,26.93000000000029,0,0,78.904,"","OK"
3172,1349,12.474999999998545,0,0,80.864,"","OK"
3174,1350,20.387000000002445,0,0,79.24,"","OK"
3180,1352,39.68899999999849,0,0,77.664,"","Wrong sequence number"
3184,1353,20.463999999999942,0,0,79.56,"","OK"
3189,1354,31.802000000003318,0,0,78.072,"","OK"
3190,1355,7.958999999995285,0,0,79.96,"","OK"
3195,1356,28.332000000002154,0,0,78.568,"","OK"
3197,1357,11.317999999999302,0,0,80.392,"","OK"
3201,1358,20.124000000003434,0,0,80.552,"","OK"
3206,1359,32.70699999999488,0,0,80.496,"","OK"
3207,1360,6.81600000000617,0,0,82.304,"","OK"
3212,1361,25.86399999999412,0,0,82.208,"","OK"
3219,1363,45.116000000001804,0,0,80.32,"","Wrong sequence number"
3221,1364,12.468999999997322,0,0,80.248,"","OK"
3224,1365,17.114000000001397,0,0,80.336,"","OK"
3227,1366,20.381000000001222,0,0,80.52,"","OK"
3229,1367,19.351999999998952,0,0,82.336,"","OK"
3234,1368,21.64900000000489,0,0,82.4,"","OK"
3238,1369,24.81999999999971,0,0,80.672,"","OK"
3240,1370,14.801999999996042,0,0,82.592,"","OK"
3247,1371,36.12000000000262,0,0,81.368,"","OK"
3248,1372,3.355999999999767,0,0,81.6,"","OK"
3252,1373,19.299999999995634,0,0,83.328,"","OK"
3256,1374,27.244000000006054,0,0,81.832,"","OK"
3260,1375,15.906999999999243,0,0,82.024,"","OK"
3266,1376,28.243999999998778,0,0,82.2,"","OK"
3267,1377,9.06199999999808,0,0,82.32,"","OK"
3273,1378,20.38300000000163,0,0,82.504,"","OK"
3278,1379,36.06199999999808,0,0,82.744,"","OK"
3279,1380,3.381999999997788,0,0,84.696,"","OK"
3285,1381,25.74000000000524,0,0,83.504,"","OK"
3287,1382,14.716999999996915,0,0,85.472,"","OK"
3289,1383,19.379000000000815,0,0,87.32,"","OK"
3292,1384,22.654999999998836,0,0,85.616,"","OK"
3299,1386,39.358000000000175,0,0,83.96,"","Wrong sequence number"
3300,1387,18.218000000000757,0,0,84.224,"","OK"
3304,1388,22.79099999999744,0,0,84.48,"","OK"
3307,1389,21.489000000001397,0,0,84.672,"","OK"
3309,1390,14.80000000000291,0,0,86.4,"","OK"
3314,1391,29.47099999999773,0,0,86.376,"","OK"
3315,1392,12.493999999998778,0,0,84.4,"","OK"
3319,1393,19.177999999999884,0,0,86.368,"","OK"
3324,1394,33.809000000001106,0,0,84.608,"","OK"
3325,1395,6.826000000000931,0,0,84.616,"","OK"
3328,1396,20.324000000000524,0,0,86.504,"","OK"
3333,1398,42.57499999999709,0,0,86.496,"","Wrong sequence number"
3334,1399,15.652000000001863,0,0,86.272,"","OK"
3336,1400,20.495999999999185,0,0,85.912,"","OK"
3340,1401,26.09100000000035,0,0,85.576,"","OK"
3342,1402,13.613000000004831,0,0,87.256,"","OK"
3346,1403,20.37399999999616,0,0,87.072,"","OK"
3349,1404,28.1050000000032,0,0,86.824,"","OK"
3351,1405,11.42099999999482,0,0,86.512,"","OK"
3355,1406,20.391999999999825,0,0,86.344,"","OK"
3356,1407,20.361000000004424,0,0,84.424,"","OK"
3361,1408,24.92099999999482,0,0,84.336,"","OK"
3363,1409,18.12000000000262,0,0,86.144,"","OK"
3365,1410,17.11200000000099,0,0,84.248,"","OK"
3368,1412,39.60699999999633,0,0,84.28,"","Wrong sequence number"
3371,1413,19.36500000000524,0,0,85.984,"","OK"
3373,1414,19.176999999996042,0,0,85.872,"","OK"
3379,1415,29.242000000005646,0,0,84.144,"","OK"
3380,1416,12.531999999999243,0,0,84.176,"","OK"
3386,1417,41.93899999999849,0,0,82.424,"","OK"
3389,1418,19.286000000000058,0,0,84.232,"","OK"
3390,1420,18.16599999999744,0,0,84.504,"","Wrong sequence number"
3395,1421,36.11499999999796,0,0,84.648,"","OK"
3396,1422,4.54500000000553,0,0,82.888,"","OK"
3400,1423,20.51199999999517,0,0,83.28,"","OK"
3405,1425,39.69499999999971,0,0,83.592,"","Wrong sequence number"
3409,1426,22.505000000004657,0,0,83.84,"","OK"
3410,1427,16.883999999998196,0,0,84.008,"","OK"
3415,1428,33.62299999999959,0,0,82.36,"","OK"
3418,1430,27.042999999997846,0,0,80.592,"","Wrong sequence number"
3420,1431,19.278000000005704,0,0,82.568,"","OK"
3425,1432,20.382999999994354,0,0,82.48,"","OK"
3436,1433,19.230999999999767,0,0,82.416,"","OK"
3442,1434,23.70900000000256,0,0,80.528,"","OK"
3449,1435,16.925999999999476,0,0,82.208,"","OK"
3458,1436,19.27100000000064,0,0,83.896,"","OK"
3463,1437,20.368000000002212,0,0,83.776,"","OK"
3478,1439,56.57800000000134,0,0,80.016,"","Wrong sequence number"
3480,1440,2.2119999999995343,0,0,81.672,"","OK"
3487,1441,22.71600000000035,0,0,81.688,"","OK"
3492,1442,17.9629999999961,0,0,81.904,"","OK"
3517,1446,88.32600000000093,0,0,74.08,"","Wrong sequence number"
3523,1447,12.51600000000326,0,0,75.696,"","OK"
3529,1448,19.219999999993888,0,0,77.408,"","OK"
3538,1449,24.906999999999243,0,0,75.824,"","OK"
3542,1450,15.775000000001455,0,0,76.088,"","OK"
3551,1451,20.291000000004715,0,0,77.88,"","OK"
3557,1452,19.243999999998778,0,0,77.992,"","OK"
3564,1453,21.415000000000873,0,0,76.416,"","OK"
3575,1455,38.43999999999505,0,0,76.312,"","Wrong sequence number"
3584,1456,22.608000000000175,0,0,74.456,"","OK"
3589,1457,19.223000000005413,0,0,74.312,"","OK"
3595,1458,17.973999999994703,0,0,75.952,"","OK"
3602,1459,27.173000000002503,0,0,74.192,"","OK"
3605,1460,13.561000000001513,0,0,76.112,"","OK"
3613,1461,20.26799999999639,0,0,76.304,"","OK"
3619,1462,19.103000000002794,0,0,78.2,"","OK"
3628,1463,23.913000000000466,0,0,76.664,"","OK"
3631,1464,18.057999999997264,0,0,77.04,"","OK"
3636,1465,18.188999999998487,0,0,79.008,"","OK"
3646,1466,29.56600000000617,0,0,77.256,"","OK"
3649,1467,10.231999999996333,0,0,78.968,"","OK"
3656,1468,20.406000000002678,0,0,80.696,"","OK"
3662,1469,27.197999999996682,0,0,78.96,"","OK"
3663,1470,12.468000000000757,0,0,80.864,"","OK"
3666,1472,41.90600000000268,0,0,76.72,"","Wrong sequence number"
3671,1474,41.633999999998196,0,0,76.584,"","Wrong sequence number"
3672,1475,20.390999999995984,0,0,76.56,"","OK"
3675,1476,16.960000000006403,0,0,78.544,"","OK"
3676,1477,19.193999999995867,0,0,78.32,"","OK"
3680,1478,20.27599999999802,0,0,78.096,"","OK"
3683,1480,40.52400000000489,0,0,77.576,"","Wrong sequence number"
3689,1482,39.620999999999185,0,0,75.064,"","Wrong sequence number"
3693,1483,20.213999999999942,0,0,72.776,"","OK"
3695,1484,20.286999999996624,0,0,74.4,"","OK"
3699,1485,19.338999999999942,0,0,74.304,"","OK"
3706,1487,39.529999999998836,0,0,72.6,"","Wrong sequence number"
3715,1488,20.39100000000326,0,0,72.616,"","OK"
3728,1489,50.84799999999814,0,0,71.032,"","OK"
3729,1490,2.264000000002852,0,0,72.632,"","OK"
3733,1491,6.697000000000116,0,0,74.176,"","OK"
3739,1492,20.40099999999802,0,0,72.16,"","OK"
3747,1493,20.290000000000873,0,0,73.776,"","OK"
3752,1494,19.25800000000163,0,0,75.44,"","OK"
3765,1496,40.73999999999796,0,0,77.08,"","Wrong sequence number"
3769,1497,19.13799999999901,0,0,77.048,"","OK"
3775,1498,20.36699999999837,0,0,75.344,"","OK"
3783,1499,37.257000000005064,0,0,75.168,"","OK"
3785,1500,3.3589999999967404,0,0,74.968,"","OK"
3791,1501,20.497999999999593,0,0,74.776,"","OK"
3794,1502,19.25100000000384,0,0,74.616,"","OK"
3798,1503,19.265999999995984,0,0,76.256,"","OK"
3806,1504,23.885999999998603,0,0,76.136,"","OK"
3807,1505,15.94600000000355,0,0,77.792,"","OK"
3820,1507,39.57600000000093,0,0,76.32,"","Wrong sequence number"
3827,1509,47.466999999996915,0,0,74.792,"","Wrong sequence number"
3830,1510,13.552999999999884,0,0,74.608,"","OK"
3836,1512,39.71500000000378,0,0,70.464,"","Wrong sequence number"
3842,1513,28.51299999999901,0,0,70.056,"","OK"
3844,1514,16.997000000003027,0,0,69.584,"","OK"
3846,1515,15.906999999999243,0,0,69.24,"","OK"
3853,1516,27.096999999994296,0,0,70.936,"","OK"
3855,1517,11.293000000005122,0,0,70.84,"","OK"
3862,1519,40.90799999999581,0,0,68.984,"","Wrong sequence number"
3864,1520,19.30800000000454,0,0,66.848,"","OK"
3868,1521,20.440999999998894,0,0,68.504,"","OK"
3870,1522,19.37999999999738,0,0,70.112,"","OK"
