"Packet","Sequence","Delta (ms)","Jitter (ms)","Skew","Bandwidth","Marker","Status"
4023,21384,34.534999999999854,0,0,186.888,"","OK"
4024,21385,0.03800000000046566,0,0,194.64,"SET","OK"
4029,21386,32.03199999999924,0,0,195.296,"SET","OK"
4031,21387,35.35699999999997,0,0,189.528,"SET","OK"
4035,21388,31.686000000001513,0,0,190.392,"SET","OK"
4039,21389,33.36399999999958,0,0,186.296,"","OK"
4040,21390,0.039999999999054126,0,0,193.248,"SET","OK"
4042,21391,32.4270000000015,0,0,194.384,"SET","OK"
4046,21392,33.927999999999884,0,0,193.504,"SET","OK"
4049,21393,32.91599999999926,0,0,193.496,"SET","OK"
4052,21394,34.5059999999994,0,0,194.384,"","OK"
4053,21395,0.16300000000046566,0,0,200.24,"SET","OK"
4057,21396,32.699000000000524,0,0,202.392,"SET","OK"
4061,21397,32.72699999999895,0,0,211.72,"SET","OK"
4063,21398,33.76600000000144,0,0,202.416,"","OK"
4064,21399,0.08499999999912689,0,0,207.864,"SET","OK"
4068,21400,31.615999999999985,0,0,211.688,"SET","OK"
4071,21401,33.82899999999972,0,0,202.8,"SET","OK"
4074,21402,35.17200000000048,0,0,209.624,"","OK"
4075,21403,0.042999999999665306,0,0,216.424,"SET","OK"
4079,21404,32.34599999999955,0,0,210.648,"SET","OK"
4083,21405,33.998999999999796,0,0,212.848,"SET","OK"
4085,21406,32.621000000001004,0,0,206.504,"SET","OK"
4090,21407,34.4429999999993,0,0,211.784,"SET","OK"
4093,21408,32.36800000000039,0,0,210.616,"SET","OK"
4096,21409,34.978000000000975,0,0,199.112,"","OK"
4097,21410,0.06300000000010186,0,0,206.056,"","OK"
4098,21411,0.036999999998442945,0,0,212.976,"SET","OK"
4103,21412,32.19000000000051,0,0,214.864,"","OK"
4104,21413,0.046000000000276486,0,0,220.568,"SET","OK"
4108,21414,34.13999999999942,0,0,221.976,"","OK"
4109,21415,0.04399999999986903,0,0,229.344,"SET","OK"
4111,21416,32.13299999999981,0,0,237.12,"SET","OK"
4115,21417,34.61200000000099,0,0,228.016,"","OK"
4116,21418,0.039999999999054126,0,0,235.736,"SET","OK"
4120,21419,33.40100000000166,0,0,239.08,"SET","OK"
4122,21420,33.935999999999694,0,0,241.68,"SET","OK"
4126,21421,33.04699999999866,0,0,241.936,"SET","OK"
4131,21422,33.064000000000306,0,0,243.552,"SET","OK"
4133,21423,33.70600000000013,0,0,243.152,"SET","OK"
4137,21424,34.236000000000786,0,0,234.336,"","OK"
4138,21425,0.09799999999995634,0,0,241.032,"SET","OK"
4142,21426,33.63699999999881,0,0,240.136,"SET","OK"
4144,21427,30.44000000000051,0,0,245.784,"SET","OK"
4149,21428,30.104999999999563,0,0,244.376,"SET","OK"
4152,21429,34.32500000000073,0,0,247.952,"","OK"
4153,21430,0.023999999999432475,0,0,255.768,"SET","OK"
4158,21431,33.66700000000128,0,0,251.728,"SET","OK"
4183,21432,34.09099999999853,0,0,254.336,"","OK"
4184,21433,0.018000000000029104,0,0,260.904,"SET","OK"
4189,21434,32.86499999999978,0,0,257.2,"SET","OK"
4195,21435,34.32300000000032,0,0,263.36,"SET","OK"
4199,21436,32.358000000000175,0,0,256.208,"SET","OK"
4207,21437,36.17500000000109,0,0,248.584,"","OK"
4208,21438,0.07299999999850115,0,0,254.6,"SET","OK"
4210,21439,34.73000000000138,0,0,248.024,"SET","OK"
4214,21440,31.661000000000058,0,0,246.768,"","OK"
4215,21441,0.04199999999946158,0,0,252.08,"SET","OK"
4218,21442,30.295000000000073,0,0,256.072,"SET","OK"
4227,21443,34.076999999999316,0,0,257.832,"","OK"
4228,21444,0.05199999999967986,0,0,263.248,"SET","OK"
4232,21445,33.09100000000035,0,0,253.976,"SET","OK"
4239,21446,34.68000000000029,0,0,259.76,"SET","OK"
4241,21447,30.691000000000713,0,0,257.56,"SET","OK"
4277,21448,34.990999999999985,0,0,263.008,"SET","OK"
4301,21449,30.54199999999946,0,0,257.256,"SET","OK"
4306,21450,35.53900000000067,0,0,261.976,"SET","OK"
4311,21451,34.28699999999844,0,0,245.192,"SET","OK"
4316,21452,33.475000000000364,0,0,239.544,"","OK"
4317,21453,0.03400000000146974,0,0,245.304,"SET","OK"
4319,21454,33.768999999998414,0,0,229.04,"SET","OK"
4323,21455,32.8080000000009,0,0,234.912,"","OK"
4324,21456,0.06300000000010186,0,0,240.768,"SET","OK"
4328,21457,34.219999999999345,0,0,230.992,"SET","OK"
4331,21458,34.391999999999825,0,0,231.952,"SET","OK"
4335,21459,32.32300000000032,0,0,231.264,"SET","OK"
4340,21460,32.85900000000038,0,0,237.12,"","OK"
4341,21461,0.046000000000276486,0,0,246.504,"SET","OK"
4344,21462,31.630999999999403,0,0,243.912,"SET","OK"
4350,21463,33.689000000000306,0,0,247.464,"SET","OK"
4353,21464,33.85100000000057,0,0,240.68,"SET","OK"
4356,21465,32.992999999998574,0,0,246.264,"","OK"
4357,21466,0.04700000000048021,0,0,255.168,"SET","OK"
4361,21467,34.8690000000006,0,0,248.632,"SET","OK"
4365,21468,32.79500000000007,0,0,239.568,"SET","OK"
4367,21469,31.126000000000204,0,0,245.776,"SET","OK"
4371,21470,36.76599999999962,0,0,230.504,"","OK"
4372,21471,0.06099999999969441,0,0,238.256,"SET","OK"
4376,21472,31.588999999999942,0,0,239.44,"SET","OK"
4378,21473,37.013999999999214,0,0,236.864,"","OK"
4379,21474,0.05500000000029104,0,0,242.448,"SET","OK"
4383,21475,28.337999999999738,0,0,251.824,"SET","OK"
4387,21476,35.83300000000054,0,0,255.936,"","OK"
4388,21477,0.08400000000074215,0,0,264.608,"SET","OK"
4390,21478,31.563000000000102,0,0,261.704,"SET","OK"
4394,21479,35.92900000000009,0,0,255.064,"SET","OK"
4398,21480,31.79899999999907,0,0,260.136,"SET","OK"
4400,21481,33.9330000000009,0,0,256.144,"","OK"
4401,21482,0.04199999999764259,0,0,262.984,"SET","OK"
4405,21483,33.072000000000116,0,0,265.992,"SET","OK"
4410,21484,32.92900000000009,0,0,266.944,"SET","OK"
4412,21485,32.72500000000218,0,0,269.928,"SET","OK"
4417,21486,35.59799999999814,0,0,267.392,"","OK"
4418,21487,0.08599999999933061,0,0,273.864,"SET","OK"
4421,21488,29.775000000001455,0,0,277.352,"SET","OK"
4424,21489,35.513999999999214,0,0,276.736,"SET","OK"
4428,21490,32.95600000000195,0,0,278.72,"SET","OK"
4434,21491,35.39500000000044,0,0,275.088,"","OK"
4435,21492,0.0819999999985157,0,0,282.976,"SET","OK"
4437,21493,31.534999999999854,0,0,284.216,"SET","OK"
4441,21494,32.072000000000116,0,0,293.976,"SET","OK"
4445,21495,33.931000000000495,0,0,291.472,"SET","OK"
4447,21496,34.70000000000073,0,0,293.352,"","OK"
4448,21497,0.06899999999950523,0,0,300.888,"SET","OK"
4453,21498,32.498999999999796,0,0,297.344,"SET","OK"
4457,21499,34.20400000000154,0,0,279.464,"SET","OK"
4459,21500,32.08799999999974,0,0,280.728,"SET","OK"
4463,21501,37.45499999999811,0,0,282.208,"","OK"
4464,21502,0.15999999999985448,0,0,290.968,"SET","OK"
4467,21503,27.74699999999939,0,0,294.64,"SET","OK"
4470,21504,32.78399999999965,0,0,296.472,"SET","OK"
4474,21505,35.210000000002765,0,0,288.024,"SET","OK"
4478,21506,34.75499999999738,0,0,287.008,"","OK"
4479,21507,0.10100000000238651,0,0,296.12,"SET","OK"
4481,21508,31.205999999998312,0,0,296.488,"SET","OK"
4487,21509,35.75,0,0,290.744,"SET","OK"
4491,21510,32.73700000000099,0,0,294.92,"SET","OK"
4494,21511,31.82800000000134,0,0,302.528,"","OK"
4495,21512,0.036999999996623956,0,0,310.12,"SET","OK"
4499,21513,32.88800000000265,0,0,294.792,"SET","OK"
4502,21514,33.279999999998836,0,0,300.256,"","OK"
4503,21515,0.13000000000101863,0,0,305.696,"SET","OK"
4506,21516,33.560999999997875,0,0,284.64,"","OK"
4507,21517,0.05100000000311411,0,0,290.088,"SET","OK"
4512,21518,34.836999999999534,0,0,297.104,"","OK"
4513,21519,0.04399999999805004,0,0,304.104,"SET","OK"
4517,21520,32.47100000000137,0,0,292.696,"SET","OK"
4519,21521,33.977999999999156,0,0,287.32,"SET","OK"
4523,21522,31.962999999999738,0,0,293.464,"SET","OK"
4527,21523,33.79000000000087,0,0,291.712,"","OK"
4528,21524,0.2069999999985157,0,0,287.976,"SET","OK"
4530,21525,31.204000000001543,0,0,292.496,"SET","OK"
4535,21526,35.44800000000032,0,0,295.664,"SET","OK"
4540,21527,33.465000000000146,0,0,281.84,"SET","OK"
4542,21528,34.04599999999846,0,0,279.088,"","OK"
4543,21529,0.0970000000015716,0,0,284.664,"SET","OK"
4547,21530,31.712999999999738,0,0,293.368,"SET","OK"
4551,21531,35.20799999999872,0,0,293.84,"","OK"
4552,21532,0.059000000001105946,0,0,300.296,"SET","OK"
4555,21533,30.855999999999767,0,0,292.624,"SET","OK"
4559,21534,35.29899999999907,0,0,280.696,"","OK"
4560,21535,0.18400000000110595,0,0,286.008,"SET","OK"
4563,21536,30.282999999999447,0,0,294.96,"SET","OK"
4569,21537,35.58299999999872,0,0,292.064,"","OK"
4570,21538,0.08799999999973807,0,0,298.376,"SET","OK"
4574,21539,31.897000000000844,0,0,291.312,"SET","OK"
4579,21540,33.60699999999997,0,0,292.952,"","OK"
4580,21541,0.052999999999883585,0,0,298.736,"SET","OK"
4583,21542,32.4230000000025,0,0,296.528,"SET","OK"
4587,21543,35.78899999999703,0,0,296.088,"","OK"
4588,21544,0.0930000000007567,0,0,303.12,"SET","OK"
4591,21545,31.101999999998952,0,0,290,"SET","OK"
4595,21546,32.71399999999994,0,0,289.024,"SET","OK"
4601,21547,34.24200000000201,0,0,296.968,"SET","OK"
4605,21548,34.39400000000023,0,0,296.824,"","OK"
4606,21549,0.05199999999967986,0,0,306.048,"SET","OK"
4608,21550,33.150000000001455,0,0,286.992,"SET","OK"
4612,21551,32.78600000000006,0,0,295.608,"SET","OK"
4615,21552,33.47699999999895,0,0,295.264,"SET","OK"
4619,21553,33.09599999999773,0,0,294.616,"","OK"
4620,21554,0.0290000000022701,0,0,303.616,"SET","OK"
4624,21555,32.574000000000524,0,0,293.632,"SET","OK"
4628,21556,33.414999999997235,0,0,296.056,"SET","OK"
4631,21557,34.00800000000163,0,0,291.768,"SET","OK"
4636,21558,34.34600000000137,0,0,288.352,"","OK"
4637,21559,0.049999999999272404,0,0,295.848,"","OK"
4638,21560,0.03499999999985448,0,0,303.304,"SET","OK"
4640,21561,31.766999999999825,0,0,296.352,"SET","OK"
4646,21562,33.949000000000524,0,0,298.264,"SET","OK"
4651,21563,33.20099999999729,0,0,292.968,"SET","OK"
4654,21564,34.14900000000125,0,0,290.136,"SET","OK"
4657,21565,32.25,0,0,285.544,"","OK"
4658,21566,0.05800000000090222,0,0,291.04,"SET","OK"
4665,21567,35.28299999999945,0,0,289.888,"","OK"
4666,21568,0.06000000000130967,0,0,298.232,"SET","OK"
4668,21569,30.862999999997555,0,0,300.504,"SET","OK"
4674,21570,34.72200000000157,0,0,299.72,"SET","OK"
4679,21571,33.76299999999901,0,0,285.52,"SET","OK"
4681,21572,31.559000000001106,0,0,294.72,"","OK"
4682,21573,0.08499999999912689,0,0,303.904,"SET","OK"
4685,21574,32.63799999999901,0,0,296.136,"SET","OK"
4689,21575,35.366000000001804,0,0,294.568,"SET","OK"
4691,21576,30.769000000000233,0,0,287.08,"SET","OK"
4696,21577,36.04999999999927,0,0,285.72,"","OK"
4697,21578,0.049999999999272404,0,0,286.96,"SET","OK"
4702,21579,31.550999999999476,0,0,285.968,"SET","OK"
4704,21580,34.56100000000151,0,0,275.408,"SET","OK"
4708,21581,32.89800000000105,0,0,277.776,"SET","OK"
4712,21582,33.93499999999767,0,0,287.56,"","OK"
4713,21583,0.1110000000007858,0,0,297.328,"SET","OK"
4716,21584,33.336999999999534,0,0,283.752,"","OK"
4718,21585,0.17100000000209548,0,0,292.336,"SET","OK"
4720,21586,31.898999999997613,0,0,291.352,"","OK"
4721,21587,0.049000000002706656,0,0,297.832,"SET","OK"
4725,21588,33.12699999999677,0,0,307.48,"SET","OK"
4727,21589,34.153000000002066,0,0,308.624,"SET","OK"
4733,21590,32.72399999999834,0,0,296.152,"","OK"
4734,21591,0.09200000000055297,0,0,302.128,"SET","OK"
4738,21592,33.28199999999924,0,0,303.848,"SET","OK"
4740,21593,33.86800000000221,0,0,301.064,"","OK"
4741,21594,0.09699999999793363,0,0,306.872,"SET","OK"
4745,21595,33.46100000000297,0,0,287.304,"","OK"
4746,21596,0.049999999999272404,0,0,295.184,"SET","OK"
4750,21597,31.578999999997905,0,0,299.192,"SET","OK"
4752,21598,33.525000000001455,0,0,301.872,"SET","OK"
4756,21599,34.293000000001484,0,0,301.464,"SET","OK"
4760,21600,33.484999999996944,0,0,301.896,"","OK"
4761,21601,0.046000000002095476,0,0,308.92,"SET","OK"
4763,21602,32.913000000000466,0,0,283.6,"SET","OK"
4769,21603,33.943999999999505,0,0,281.424,"","OK"
4770,21604,0.07699999999749707,0,0,287.136,"SET","OK"
4774,21605,32.301000000003114,0,0,295.816,"SET","OK"
4777,21606,34.70899999999892,0,0,299.08,"","OK"
4778,21607,0.0930000000007567,0,0,305.36,"SET","OK"
4781,21608,32.67900000000009,0,0,291.008,"","OK"
4782,21609,0.05700000000069849,0,0,296.568,"SET","OK"
4789,21610,33.36699999999837,0,0,303.136,"","OK"
4790,21611,0.052999999999883585,0,0,309.68,"SET","OK"
4793,21612,32.7400000000016,0,0,299.824,"SET","OK"
4797,21613,33.667999999997846,0,0,305.296,"","OK"
4798,21614,0.06400000000212458,0,0,310.744,"SET","OK"
4802,21615,32.58399999999892,0,0,314.6,"SET","OK"
4805,21616,32.95599999999831,0,0,318.144,"SET","OK"
4809,21617,33.87100000000282,0,0,300.384,"SET","OK"
4816,21618,33.28299999999945,0,0,307.832,"","OK"
4817,21619,0.029999999998835847,0,0,315.264,"SET","OK"
4819,21620,32.0109999999986,0,0,313.584,"SET","OK"
4823,21621,34.65600000000268,0,0,316.928,"SET","OK"
4827,21622,33.00699999999779,0,0,308.696,"SET","OK"
4829,21623,34.7390000000014,0,0,310.576,"","OK"
4830,21624,0.0779999999977008,0,0,308.688,"SET","OK"
4834,21625,32.7400000000016,0,0,315.84,"SET","OK"
4838,21626,33.96800000000076,0,0,313.424,"","OK"
4839,21627,0.10599999999976717,0,0,309.104,"SET","OK"
4841,21628,32.66400000000067,0,0,308.76,"SET","OK"
4845,21629,32.81499999999869,0,0,291.824,"","OK"
4846,21630,0.06599999999889405,0,0,292.072,"SET","OK"
4850,21631,32.12200000000303,0,0,296.064,"SET","OK"
4852,21632,34.87299999999959,0,0,296.24,"SET","OK"
4856,21633,33.33799999999974,0,0,283.384,"SET","OK"
4860,21634,33.77000000000044,0,0,282.632,"","OK"
4861,21635,0.06099999999787542,0,0,289.344,"SET","OK"
4864,21636,32.23400000000038,0,0,297.008,"SET","OK"
4868,21637,33.9900000000016,0,0,295.032,"SET","OK"
4872,21638,32.102999999999156,0,0,283.008,"SET","OK"
4876,21639,33.681000000000495,0,0,282.136,"","OK"
4877,21640,0.04199999999764259,0,0,289.136,"SET","OK"
4881,21641,33.44300000000294,0,0,294.592,"SET","OK"
4885,21642,33.64899999999761,0,0,296.264,"SET","OK"
4887,21643,32.35200000000259,0,0,285.008,"SET","OK"
4891,21644,35.000999999996566,0,0,283.232,"SET","OK"
4895,21645,32.23400000000038,0,0,281.248,"SET","OK"
4897,21646,34.15600000000268,0,0,281.592,"SET","OK"
4903,21647,31.709999999999127,0,0,273.184,"SET","OK"
4908,21648,34.56199999999808,0,0,269.288,"","OK"
4909,21649,0.10800000000017462,0,0,276.52,"SET","OK"
4911,21650,32.391999999999825,0,0,269.272,"SET","OK"
4915,21651,35.905000000002474,0,0,257.504,"SET","OK"
4919,21652,31.467000000000553,0,0,257.504,"SET","OK"
4922,21653,33.828999999997905,0,0,256.712,"","OK"
4923,21654,0.05700000000069849,0,0,265.12,"SET","OK"
4928,21655,32.33599999999933,0,0,270.88,"","OK"
4929,21656,0.1640000000006694,0,0,276.624,"SET","OK"
4933,21657,33.99499999999898,0,0,261.816,"","OK"
4934,21658,0.046000000002095476,0,0,267.664,"SET","OK"
4937,21659,31.28900000000067,0,0,272.176,"SET","OK"
4943,21660,34.315999999998894,0,0,274.632,"SET","OK"
4948,21661,33.20100000000093,0,0,274.064,"SET","OK"
4951,21662,35.748999999999796,0,0,259.872,"","OK"
4952,21663,0.0639999999984866,0,0,266.968,"SET","OK"
4957,21664,30.60900000000038,0,0,270.784,"SET","OK"
4963,21665,33.96399999999994,0,0,271.208,"SET","OK"
4971,21666,32.89300000000003,0,0,265.416,"SET","OK"
4975,21667,34.5,0,0,249.12,"","OK"
4976,21668,0.09699999999793363,0,0,255.704,"SET","OK"
4984,21669,32.25800000000163,0,0,257.6,"SET","OK"
4986,21670,33.641999999999825,0,0,266.336,"SET","OK"
5002,21671,33.63699999999881,0,0,265.936,"SET","OK"
5006,21672,34.479000000003,0,0,251.192,"","OK"
5007,21673,0.10499999999956344,0,0,258.096,"","OK"
5008,21674,0.06599999999889405,0,0,264.96,"SET","OK"
5016,21675,30.71600000000035,0,0,269.848,"SET","OK"
5023,21676,33.599999999998545,0,0,268.984,"SET","OK"
5027,21677,33.86000000000058,0,0,258.792,"SET","OK"
5031,21678,34.45400000000154,0,0,253.752,"","OK"
5032,21679,0.06099999999787542,0,0,262.712,"SET","OK"
5036,21680,31.587999999999738,0,0,267,"SET","OK"
5042,21681,33.53100000000268,0,0,270.016,"SET","OK"
5044,21682,33.193999999999505,0,0,270.208,"SET","OK"
5050,21683,34.97399999999834,0,0,275.216,"","OK"
5051,21684,0.05700000000069849,0,0,283.016,"SET","OK"
5057,21685,32.21700000000055,0,0,284.112,"SET","OK"
5062,21686,32.721999999997934,0,0,286.584,"","OK"
5063,21687,0.02500000000145519,0,0,292.768,"SET","OK"
5067,21688,33.58399999999892,0,0,287.032,"SET","OK"
5073,21689,33.32900000000154,0,0,292.552,"","OK"
5074,21690,0.06699999999909778,0,0,298.056,"SET","OK"
5076,21691,34.12800000000061,0,0,284.008,"SET","OK"
5081,21692,33.870999999999185,0,0,289.336,"","OK"
5082,21693,0.062000000001717126,0,0,294.64,"SET","OK"
5086,21694,32.02299999999741,0,0,293.48,"SET","OK"
5094,21695,33.26400000000285,0,0,290.56,"","OK"
5095,21696,0.04199999999764259,0,0,296.088,"SET","OK"
5100,21697,33.012000000002445,0,0,285.648,"SET","OK"
5114,21698,33.5099999999984,0,0,280.288,"","OK"
5115,21699,0.04200000000128057,0,0,286.408,"SET","OK"
5118,21700,32.35699999999997,0,0,282.088,"SET","OK"
5125,21701,34.21600000000035,0,0,286.872,"SET","OK"
5137,21702,35.25200000000041,0,0,279.096,"SET","OK"
5140,21703,32.018999999996595,0,0,285.528,"","OK"
5141,21704,0.1040000000029977,0,0,291.944,"SET","OK"
5152,21705,32.492999999998574,0,0,279.976,"SET","OK"
5156,21706,34.248999999999796,0,0,281.136,"SET","OK"
5162,21707,32.043000000001484,0,0,290.016,"SET","OK"
5169,21708,35.435999999997875,0,0,281.456,"","OK"
5170,21709,0.05400000000008731,0,0,291.232,"SET","OK"
5176,21710,30.744000000002416,0,0,297.728,"SET","OK"
5186,21711,34.17099999999846,0,0,300.488,"SET","OK"
5195,21712,33.495999999999185,0,0,300.232,"SET","OK"
5201,21713,33.92900000000009,0,0,298.272,"","OK"
5202,21714,0.06699999999909778,0,0,305.72,"SET","OK"
5213,21715,32.137000000002445,0,0,292.488,"SET","OK"
5224,21716,33.46900000000096,0,0,296.584,"SET","OK"
5230,21717,33.01499999999942,0,0,299.592,"SET","OK"
5232,21718,34.159999999999854,0,0,300.64,"","OK"
5233,21719,0.09699999999793363,0,0,308.904,"SET","OK"
5239,21720,31.93000000000029,0,0,294.984,"SET","OK"
5243,21721,34.45000000000073,0,0,291.4,"SET","OK"
5246,21722,32.58499999999913,0,0,294.192,"SET","OK"
5253,21723,34.85200000000259,0,0,293.92,"SET","OK"
5258,21724,32.36699999999837,0,0,283.488,"SET","OK"
5261,21725,32.867999999998574,0,0,279.976,"","OK"
5262,21726,0.046000000002095476,0,0,285.68,"SET","OK"
5266,21727,33.64899999999761,0,0,275.888,"SET","OK"
5272,21728,33.14100000000326,0,0,275.512,"SET","OK"
5275,21729,33.042999999997846,0,0,273.624,"SET","OK"
5279,21730,35.595000000001164,0,0,274.824,"","OK"
5280,21731,0.06499999999869033,0,0,276.992,"","OK"
5281,21732,0.046000000002095476,0,0,279.144,"SET","OK"
5286,21733,32.07300000000032,0,0,274.928,"SET","OK"
5288,21734,33.05599999999686,0,0,280.744,"SET","OK"
5293,21735,32.21800000000076,0,0,276.408,"SET","OK"
5298,21736,34.56500000000233,0,0,267.32,"","OK"
5299,21737,0.055999999996856786,0,0,276.872,"SET","OK"
5301,21738,31.19800000000032,0,0,281.24,"SET","OK"
5306,21739,34.44300000000294,0,0,278.048,"SET","OK"
5311,21740,33.29199999999764,0,0,274.368,"SET","OK"
5313,21741,35.52000000000044,0,0,263.944,"","OK"
5314,21742,0.11500000000160071,0,0,271.84,"SET","OK"
5322,21743,32.33799999999974,0,0,269.216,"SET","OK"
5326,21744,33.77299999999741,0,0,266.552,"","OK"
5327,21745,0.09600000000136788,0,0,272.608,"SET","OK"
5330,21746,31.294999999998254,0,0,277.592,"SET","OK"
5334,21747,35.25000000000364,0,0,276.072,"","OK"
5335,21748,0.07899999999790452,0,0,283.408,"SET","OK"
5339,21749,31.18000000000029,0,0,271.392,"SET","OK"
5344,21750,33.86200000000099,0,0,272.776,"SET","OK"
5349,21751,33.41200000000026,0,0,271.2,"SET","OK"
5355,21752,35.00299999999697,0,0,257.56,"","OK"
5356,21753,0.09600000000136788,0,0,267.288,"SET","OK"
5362,21754,31.12800000000061,0,0,272.2,"SET","OK"
5367,21755,33.68799999999828,0,0,269.44,"SET","OK"
5371,21756,33.447000000000116,0,0,256.824,"SET","OK"
5376,21757,34.34400000000096,0,0,249.248,"","OK"
5377,21758,0.08399999999892316,0,0,258.2,"SET","OK"
5381,21759,31.519000000000233,0,0,264.784,"SET","OK"
5385,21760,34.31300000000192,0,0,268.656,"SET","OK"
5388,21761,32.840000000000146,0,0,266.368,"SET","OK"
5392,21762,35.3179999999993,0,0,264.032,"","OK"
5393,21763,0.06599999999889405,0,0,273.32,"SET","OK"
5398,21764,32.28700000000026,0,0,275.872,"SET","OK"
5400,21765,33.22999999999956,0,0,271.344,"SET","OK"
5404,21766,32.059000000001106,0,0,277.256,"","OK"
5405,21767,0.04499999999825377,0,0,283.152,"SET","OK"
5410,21768,34.56600000000253,0,0,283.096,"","OK"
5411,21769,0.02200000000084401,0,0,292.688,"SET","OK"
5413,21770,31.358000000000175,0,0,295.32,"SET","OK"
5417,21771,34.395999999997,0,0,289.856,"SET","OK"
5423,21772,34.09300000000076,0,0,273.048,"SET","OK"
5425,21773,33.736000000000786,0,0,270.848,"","OK"
5426,21774,0.08899999999994179,0,0,277.336,"SET","OK"
5431,21775,31.029999999998836,0,0,281.072,"SET","OK"
5437,21776,35.04900000000271,0,0,283.448,"","OK"
5438,21777,0.0459999999984575,0,0,292.544,"SET","OK"
5440,21778,32.525000000001455,0,0,273.176,"SET","OK"
5444,21779,33.224999999998545,0,0,278.112,"SET","OK"
5448,21780,34.620999999999185,0,0,275.48,"SET","OK"
5451,21781,32.90799999999945,0,0,283.152,"","OK"
5452,21782,0.06300000000192085,0,0,290.8,"SET","OK"
5457,21783,33.167999999997846,0,0,279.608,"SET","OK"
5461,21784,33.64600000000064,0,0,281.96,"SET","OK"
5463,21785,33.10499999999956,0,0,272.432,"SET","OK"
5467,21786,33.373999999999796,0,0,280.664,"","OK"
